Datum,Bundesland,"Anzahl_Meldebereiche_Erwachsene","Aktuelle_COVID_Faelle_Erwachsene_ITS","Belegte_Intensivbetten_Erwachsene","Freie_Intensivbetten_Erwachsene","7_Tage_Notfallreserve_Erwachsene","Freie_IV_Kapazitaeten_Gesamt","Freie_IV_Kapazitaeten_Davon_COVID","Betriebssituation_Regulaerer_Betrieb","Betriebssituation_Teilweise_Eingeschraenkt","Betriebssituation_Eingeschraenkt","Betriebssituation_Keine_Angabe"
"2021-06-11T12:15:00+02:00",SACHSEN_ANHALT,42,23,702,106,330,104,50,18,8,13,3
"2021-06-11T12:15:00+02:00",BERLIN,53,92,946,151,367,155,67,32,4,8,9
"2021-06-11T12:15:00+02:00",BRANDENBURG,49,22,532,103,356,86,29,21,7,13,8
"2021-06-11T12:15:00+02:00",THUERINGEN,36,49,547,109,328,106,42,18,8,7,3
"2021-06-11T12:15:00+02:00",SAARLAND,17,21,379,55,253,92,28,7,2,7,1
"2021-06-11T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,17,521,80,205,57,32,13,5,11,4
"2021-06-11T12:15:00+02:00",DEUTSCHLAND,1326,1413,19728,3509,10174,3209,1450,603,229,361,133
"2021-06-12T12:15:00+02:00",HESSEN,97,146,1637,250,731,200,70,38,17,28,14
"2021-06-12T12:15:00+02:00",BADEN_WUERTTEMBERG,128,178,2039,322,1304,289,152,41,21,50,16
"2021-06-12T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,20,558,177,461,145,56,20,5,4,3
"2021-06-12T12:15:00+02:00",BAYERN,208,231,2726,514,1012,463,231,80,37,60,31
"2021-06-12T12:15:00+02:00",NORDRHEIN_WESTFALEN,320,284,4758,818,2411,708,388,149,53,95,23
"2021-06-12T12:15:00+02:00",SACHSEN,79,118,1188,272,617,274,76,44,16,11,8
"2021-06-12T12:15:00+02:00",BREMEN,12,8,154,23,127,25,16,3,3,3,3
"2021-06-12T12:15:00+02:00",HAMBURG,23,31,453,76,290,70,29,14,4,3,2
"2021-06-12T12:15:00+02:00",NIEDERSACHSEN,120,61,1580,290,990,315,123,64,20,29,7
"2021-06-12T12:15:00+02:00",RHEINLAND_PFALZ,77,54,827,236,446,190,92,39,18,14,6
"2021-06-12T12:15:00+02:00",SACHSEN_ANHALT,42,18,693,112,331,101,46,18,8,14,2
"2021-06-12T12:15:00+02:00",BERLIN,53,84,935,155,367,151,60,31,4,9,9
"2021-06-12T12:15:00+02:00",BRANDENBURG,49,19,518,118,355,94,37,24,6,10,9
"2021-06-12T12:15:00+02:00",SAARLAND,17,19,375,60,253,83,26,7,2,7,1
"2021-06-12T12:15:00+02:00",THUERINGEN,36,49,541,114,328,110,45,17,8,8,3
"2021-06-12T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,16,516,87,205,67,25,13,5,11,4
"2021-06-12T12:15:00+02:00",DEUTSCHLAND,1326,1336,19498,3624,10228,3285,1472,602,227,356,141
"2021-06-13T12:15:00+02:00",HESSEN,97,148,1579,297,721,218,70,38,18,26,15
"2021-06-13T12:15:00+02:00",BADEN_WUERTTEMBERG,128,175,2010,342,1303,315,150,40,20,49,19
"2021-06-13T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,21,559,172,465,145,53,19,5,5,3
"2021-06-13T12:15:00+02:00",BAYERN,208,229,2698,520,1015,459,220,80,34,63,31
"2021-06-13T12:15:00+02:00",NORDRHEIN_WESTFALEN,320,294,4631,927,2425,766,402,152,52,95,21
"2021-06-13T12:15:00+02:00",SACHSEN,79,114,1156,290,624,304,83,47,13,10,9
"2021-06-13T12:15:00+02:00",BREMEN,12,7,136,27,127,29,20,3,2,3,4
"2021-06-13T12:15:00+02:00",HAMBURG,23,32,431,81,300,71,23,13,4,4,2
"2021-06-13T12:15:00+02:00",NIEDERSACHSEN,120,61,1561,309,987,314,135,66,20,27,7
"2021-06-13T12:15:00+02:00",RHEINLAND_PFALZ,77,52,801,257,449,188,96,38,18,15,6
"2021-06-13T12:15:00+02:00",BERLIN,53,78,912,170,365,182,68,33,3,8,9
"2021-06-13T12:15:00+02:00",SACHSEN_ANHALT,42,19,671,123,336,105,46,21,5,14,2
"2021-06-13T12:15:00+02:00",BRANDENBURG,49,19,501,131,357,108,42,25,5,10,9
"2021-06-13T12:15:00+02:00",THUERINGEN,36,47,545,108,328,101,44,16,9,8,3
"2021-06-13T12:15:00+02:00",SAARLAND,17,17,364,71,253,81,24,7,2,7,1
"2021-06-13T12:15:00+02:00",MECKLENBURG_VORPOMMERN,32,16,488,104,205,78,29,14,4,10,4
"2021-06-13T12:15:00+02:00",DEUTSCHLAND,1325,1329,19043,3929,10260,3464,1505,612,214,354,145
"2021-06-14T12:15:00+02:00",HESSEN,97,139,1599,284,720,206,72,39,19,25,14
"2021-06-14T12:15:00+02:00",BADEN_WUERTTEMBERG,128,174,1995,376,1302,327,163,44,20,45,19
"2021-06-14T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,22,572,167,461,140,54,19,5,5,3
"2021-06-14T12:15:00+02:00",BAYERN,208,220,2718,510,1006,436,228,84,30,61,33
"2021-06-14T12:15:00+02:00",NORDRHEIN_WESTFALEN,320,273,4725,887,2427,745,380,151,55,91,23
"2021-06-14T12:15:00+02:00",SACHSEN,79,110,1201,278,621,302,88,48,11,10,10
"2021-06-14T12:15:00+02:00",BREMEN,12,7,153,39,128,31,21,6,1,2,3
"2021-06-14T12:15:00+02:00",HAMBURG,23,30,425,94,299,88,26,12,3,5,3
"2021-06-14T12:15:00+02:00",NIEDERSACHSEN,120,58,1576,318,972,322,137,65,19,29,7
"2021-06-14T12:15:00+02:00",SACHSEN_ANHALT,42,18,669,135,334,112,55,21,7,12,2
"2021-06-14T12:15:00+02:00",BERLIN,53,78,920,160,386,182,63,32,3,9,9
"2021-06-14T12:15:00+02:00",RHEINLAND_PFALZ,77,50,815,247,441,204,96,36,20,14,7
"2021-06-14T12:15:00+02:00",BRANDENBURG,49,20,520,117,352,102,47,25,5,10,9
"2021-06-14T12:15:00+02:00",SAARLAND,17,16,381,57,254,100,25,7,2,7,1
"2021-06-14T12:15:00+02:00",THUERINGEN,36,42,524,122,327,113,49,17,9,7,3
"2021-06-14T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,16,495,103,209,81,33,12,6,10,5
"2021-06-14T12:15:00+02:00",DEUTSCHLAND,1326,1273,19288,3894,10239,3491,1537,618,215,342,151
"2021-06-15T12:15:00+02:00",HESSEN,97,129,1626,272,716,204,68,43,16,24,14
"2021-06-15T12:15:00+02:00",BADEN_WUERTTEMBERG,128,164,2051,322,1302,289,136,43,22,44,19
"2021-06-15T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,20,587,149,461,119,46,21,5,4,2
"2021-06-15T12:15:00+02:00",BAYERN,208,213,2785,466,1013,421,218,75,39,60,34
"2021-06-15T12:15:00+02:00",NORDRHEIN_WESTFALEN,319,246,4761,854,2422,729,378,152,58,87,22
"2021-06-15T12:15:00+02:00",SACHSEN,79,112,1239,241,619,297,85,48,12,9,10
"2021-06-15T12:15:00+02:00",BREMEN,12,8,168,20,124,16,11,4,1,4,3
"2021-06-15T12:15:00+02:00",HAMBURG,23,29,444,91,288,73,28,13,4,3,3
"2021-06-15T12:15:00+02:00",NIEDERSACHSEN,120,57,1598,309,968,316,134,70,17,27,6
"2021-06-15T12:15:00+02:00",RHEINLAND_PFALZ,77,45,833,229,440,204,98,39,17,15,6
"2021-06-15T12:15:00+02:00",SACHSEN_ANHALT,42,17,678,126,337,116,49,21,8,10,3
"2021-06-15T12:15:00+02:00",BERLIN,53,76,921,172,387,189,65,33,4,7,9
"2021-06-15T12:15:00+02:00",BRANDENBURG,49,18,524,110,353,99,39,25,4,12,8
"2021-06-15T12:15:00+02:00",SAARLAND,17,13,390,51,251,94,21,7,2,7,1
"2021-06-15T12:15:00+02:00",THUERINGEN,36,40,554,106,326,107,42,16,9,8,3
"2021-06-15T12:15:00+02:00",MECKLENBURG_VORPOMMERN,34,15,517,91,214,80,38,11,8,10,5
"2021-06-15T12:15:00+02:00",DEUTSCHLAND,1326,1202,19676,3609,10221,3353,1456,621,226,331,148
"2021-06-16T12:15:00+02:00",HESSEN,97,118,1632,259,717,210,75,47,12,25,13
"2021-06-16T12:15:00+02:00",BADEN_WUERTTEMBERG,128,145,2070,305,1305,297,141,46,22,41,19
"2021-06-16T12:15:00+02:00",BAYERN,208,201,2803,455,1012,440,221,77,37,59,35
"2021-06-16T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,20,590,149,459,137,51,21,4,5,2
"2021-06-16T12:15:00+02:00",NORDRHEIN_WESTFALEN,319,231,4742,856,2418,726,383,157,51,91,20
"2021-06-16T12:15:00+02:00",SACHSEN,79,102,1245,234,619,300,85,46,13,10,10
"2021-06-16T12:15:00+02:00",BREMEN,12,5,177,13,124,15,13,3,3,3,3
"2021-06-16T12:15:00+02:00",HAMBURG,23,29,454,85,290,72,26,14,5,2,2
"2021-06-16T12:15:00+02:00",NIEDERSACHSEN,120,58,1593,306,970,320,138,70,15,29,6
"2021-06-16T12:15:00+02:00",RHEINLAND_PFALZ,77,41,816,247,438,215,95,39,17,15,6
"2021-06-16T12:15:00+02:00",BERLIN,53,81,938,157,387,177,60,31,6,8,8
"2021-06-16T12:15:00+02:00",SACHSEN_ANHALT,42,17,669,128,336,119,55,25,6,9,2
"2021-06-16T12:15:00+02:00",BRANDENBURG,49,19,530,104,353,94,31,24,6,11,8
"2021-06-16T12:15:00+02:00",THUERINGEN,36,38,555,108,328,106,39,14,10,9,3
"2021-06-16T12:15:00+02:00",SAARLAND,17,12,397,46,251,93,21,8,2,6,1
"2021-06-16T12:15:00+02:00",MECKLENBURG_VORPOMMERN,34,13,524,86,214,66,38,12,7,10,5
"2021-06-16T12:15:00+02:00",DEUTSCHLAND,1326,1130,19735,3538,10221,3387,1472,634,216,333,143
"2021-06-17T12:15:00+02:00",HESSEN,97,115,1638,252,716,204,76,44,15,25,13
"2021-06-17T12:15:00+02:00",BADEN_WUERTTEMBERG,128,137,2052,322,1309,304,157,44,21,45,18
"2021-06-17T12:15:00+02:00",BAYERN,208,193,2745,507,1011,459,225,81,34,59,34
"2021-06-17T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,19,598,138,463,127,50,21,4,5,2
"2021-06-17T12:15:00+02:00",NORDRHEIN_WESTFALEN,319,220,4836,773,2412,665,358,159,53,87,20
"2021-06-17T12:15:00+02:00",SACHSEN,79,97,1242,238,622,288,78,46,11,12,10
"2021-06-17T12:15:00+02:00",BREMEN,12,6,156,35,124,30,16,5,2,2,3
"2021-06-17T12:15:00+02:00",HAMBURG,23,29,449,86,293,64,26,13,5,2,3
"2021-06-17T12:15:00+02:00",NIEDERSACHSEN,120,49,1574,315,982,339,143,69,16,28,7
"2021-06-17T12:15:00+02:00",SACHSEN_ANHALT,42,14,652,143,337,123,57,22,8,10,2
"2021-06-17T12:15:00+02:00",RHEINLAND_PFALZ,77,40,812,245,441,212,98,43,16,12,6
"2021-06-17T12:15:00+02:00",BERLIN,53,76,948,143,390,171,58,32,5,8,8
"2021-06-17T12:15:00+02:00",BRANDENBURG,49,15,535,101,353,90,33,24,6,11,8
"2021-06-17T12:15:00+02:00",THUERINGEN,36,32,550,113,325,104,49,15,8,10,3
"2021-06-17T12:15:00+02:00",SAARLAND,17,11,387,56,249,93,23,8,2,6,1
"2021-06-17T12:15:00+02:00",MECKLENBURG_VORPOMMERN,34,12,506,101,216,68,39,15,4,10,5
"2021-06-17T12:15:00+02:00",DEUTSCHLAND,1326,1065,19680,3568,10243,3341,1486,641,210,332,143
"2021-06-18T12:15:00+02:00",HESSEN,97,113,1631,253,715,206,74,44,13,28,12
"2021-06-18T12:15:00+02:00",BADEN_WUERTTEMBERG,128,126,2085,292,1303,251,131,41,26,44,17
"2021-06-18T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,19,584,146,461,131,59,21,4,4,3
"2021-06-18T12:15:00+02:00",BAYERN,208,177,2737,509,1014,472,233,78,34,62,34
"2021-06-18T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,201,4848,742,2420,647,343,156,60,81,21
"2021-06-18T12:15:00+02:00",SACHSEN,79,90,1231,243,622,294,93,48,10,12,9
"2021-06-18T12:15:00+02:00",BREMEN,12,6,166,26,125,23,13,4,3,2,3
"2021-06-18T12:15:00+02:00",HAMBURG,23,31,453,79,291,60,25,14,3,3,3
"2021-06-18T12:15:00+02:00",NIEDERSACHSEN,120,49,1597,294,981,319,144,70,16,26,8
"2021-06-18T12:15:00+02:00",SACHSEN_ANHALT,42,12,668,131,331,103,46,19,9,11,3
"2021-06-18T12:15:00+02:00",RHEINLAND_PFALZ,77,39,815,246,435,204,109,43,14,13,7
"2021-06-18T12:15:00+02:00",BERLIN,53,74,925,162,390,178,55,30,7,8,8
"2021-06-18T12:15:00+02:00",BRANDENBURG,49,14,545,90,353,85,28,25,5,11,8
"2021-06-18T12:15:00+02:00",SAARLAND,17,10,382,69,241,99,24,8,2,6,1
"2021-06-18T12:15:00+02:00",THUERINGEN,36,34,555,108,323,112,49,17,8,8,3
"2021-06-18T12:15:00+02:00",MECKLENBURG_VORPOMMERN,34,11,516,90,219,56,33,14,5,10,5
"2021-06-18T12:15:00+02:00",DEUTSCHLAND,1325,1006,19738,3480,10224,3240,1459,632,219,329,145
"2021-06-19T12:15:00+02:00",HESSEN,97,113,1599,281,715,210,73,45,15,25,12
"2021-06-19T12:15:00+02:00",BADEN_WUERTTEMBERG,128,119,2037,315,1307,265,147,42,24,45,17
"2021-06-19T12:15:00+02:00",BAYERN,208,164,2704,528,1018,469,229,75,40,62,31
"2021-06-19T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,21,581,148,463,128,42,15,5,9,3
"2021-06-19T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,197,4787,766,2415,665,341,147,66,84,21
"2021-06-19T12:15:00+02:00",SACHSEN,79,84,1200,271,623,307,97,48,11,11,9
"2021-06-19T12:15:00+02:00",BREMEN,12,4,155,20,124,17,11,1,4,3,4
"2021-06-19T12:15:00+02:00",HAMBURG,23,29,459,79,288,61,26,15,2,3,3
"2021-06-19T12:15:00+02:00",NIEDERSACHSEN,120,43,1542,332,987,338,146,68,13,30,9
"2021-06-19T12:15:00+02:00",SACHSEN_ANHALT,42,12,652,137,333,112,55,20,9,10,3
"2021-06-19T12:15:00+02:00",RHEINLAND_PFALZ,77,34,798,257,434,213,109,41,13,16,7
"2021-06-19T12:15:00+02:00",BERLIN,53,76,928,162,369,175,51,31,7,7,8
"2021-06-19T12:15:00+02:00",BRANDENBURG,49,14,529,102,353,96,30,25,5,11,8
"2021-06-19T12:15:00+02:00",THUERINGEN,36,31,550,115,323,113,45,19,5,9,3
"2021-06-19T12:15:00+02:00",SAARLAND,17,9,370,83,241,107,29,7,3,5,2
"2021-06-19T12:15:00+02:00",MECKLENBURG_VORPOMMERN,34,11,513,93,219,55,36,13,7,9,5
"2021-06-19T12:15:00+02:00",DEUTSCHLAND,1325,961,19404,3689,10212,3331,1467,612,229,339,145
"2021-06-20T12:15:00+02:00",HESSEN,97,110,1576,290,715,218,79,42,17,26,12
"2021-06-20T12:15:00+02:00",BADEN_WUERTTEMBERG,128,113,1965,383,1307,311,169,43,22,45,18
"2021-06-20T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,18,567,157,463,137,48,15,6,8,3
"2021-06-20T12:15:00+02:00",BAYERN,208,160,2636,577,1035,482,234,77,42,58,31
"2021-06-20T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,191,4725,813,2408,636,352,148,61,84,25
"2021-06-20T12:15:00+02:00",SACHSEN,79,78,1185,285,623,319,101,47,12,10,10
"2021-06-20T12:15:00+02:00",BREMEN,12,3,157,18,125,14,10,1,5,3,3
"2021-06-20T12:15:00+02:00",HAMBURG,23,29,439,77,302,61,33,15,3,2,3
"2021-06-20T12:15:00+02:00",NIEDERSACHSEN,120,46,1492,369,985,360,151,69,12,30,9
"2021-06-20T12:15:00+02:00",RHEINLAND_PFALZ,77,32,774,274,446,237,123,41,15,14,7
"2021-06-20T12:15:00+02:00",BERLIN,53,71,912,177,369,162,50,31,7,7,8
"2021-06-20T12:15:00+02:00",SACHSEN_ANHALT,42,12,641,136,338,110,53,19,8,12,3
"2021-06-20T12:15:00+02:00",BRANDENBURG,49,12,514,113,353,100,27,26,4,12,7
"2021-06-20T12:15:00+02:00",SAARLAND,17,10,359,92,243,106,29,7,4,5,1
"2021-06-20T12:15:00+02:00",THUERINGEN,36,31,528,138,323,128,46,19,6,8,3
"2021-06-20T12:15:00+02:00",MECKLENBURG_VORPOMMERN,34,11,497,104,220,68,40,15,5,9,5
"2021-06-20T12:15:00+02:00",DEUTSCHLAND,1325,927,18967,4003,10255,3449,1545,615,229,333,148
"2021-06-21T12:15:00+02:00",HESSEN,97,107,1598,272,713,215,72,42,16,27,12
"2021-06-21T12:15:00+02:00",BADEN_WUERTTEMBERG,128,109,1978,386,1300,316,162,45,21,44,18
"2021-06-21T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,18,579,155,460,135,54,15,7,8,2
"2021-06-21T12:15:00+02:00",BAYERN,208,154,2724,510,1025,468,224,81,32,63,32
"2021-06-21T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,186,4799,775,2422,645,344,151,63,82,22
"2021-06-21T12:15:00+02:00",SACHSEN,79,77,1186,288,623,319,110,46,14,9,10
"2021-06-21T12:15:00+02:00",BREMEN,12,4,169,20,125,16,12,2,4,3,3
"2021-06-21T12:15:00+02:00",HAMBURG,23,27,449,71,301,60,29,14,3,3,3
"2021-06-21T12:15:00+02:00",NIEDERSACHSEN,120,42,1531,356,981,357,149,70,14,28,8
"2021-06-21T12:15:00+02:00",BERLIN,53,67,901,194,369,170,55,34,4,7,8
"2021-06-21T12:15:00+02:00",RHEINLAND_PFALZ,77,26,780,275,443,246,117,44,12,15,6
"2021-06-21T12:15:00+02:00",SACHSEN_ANHALT,42,12,654,127,339,112,63,19,8,12,3
"2021-06-21T12:15:00+02:00",BRANDENBURG,48,9,513,103,353,101,24,26,5,11,6
"2021-06-21T12:15:00+02:00",SAARLAND,17,10,373,80,243,102,32,8,3,5,1
"2021-06-21T12:15:00+02:00",THUERINGEN,36,27,533,128,321,132,49,19,6,8,3
"2021-06-21T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,10,501,94,218,61,36,16,3,10,4
"2021-06-21T12:15:00+02:00",DEUTSCHLAND,1323,885,19268,3834,10236,3455,1532,632,215,335,141
"2021-06-22T12:15:00+02:00",HESSEN,97,101,1617,276,723,221,68,43,17,25,12
"2021-06-22T12:15:00+02:00",BADEN_WUERTTEMBERG,128,107,2044,325,1302,290,143,47,20,43,18
"2021-06-22T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,17,588,144,460,122,54,16,8,6,2
"2021-06-22T12:15:00+02:00",BAYERN,208,142,2750,503,1014,453,232,79,35,62,32
"2021-06-22T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,178,4884,704,2411,616,326,149,61,83,25
"2021-06-22T12:15:00+02:00",SACHSEN,79,70,1216,255,621,300,100,44,15,11,9
"2021-06-22T12:15:00+02:00",BREMEN,12,4,172,22,126,20,13,3,3,4,2
"2021-06-22T12:15:00+02:00",HAMBURG,23,27,457,63,297,49,22,13,4,3,3
"2021-06-22T12:15:00+02:00",NIEDERSACHSEN,120,43,1597,292,973,322,146,67,16,28,9
"2021-06-22T12:15:00+02:00",RHEINLAND_PFALZ,77,27,788,269,439,236,114,42,12,17,6
"2021-06-22T12:15:00+02:00",BERLIN,53,65,948,138,369,126,51,34,4,7,8
"2021-06-22T12:15:00+02:00",SACHSEN_ANHALT,42,11,664,121,337,111,54,22,9,9,2
"2021-06-22T12:15:00+02:00",BRANDENBURG,48,9,531,86,354,72,22,24,5,12,7
"2021-06-22T12:15:00+02:00",THUERINGEN,36,26,576,98,321,101,41,18,6,9,3
"2021-06-22T12:15:00+02:00",SAARLAND,17,8,378,72,245,101,31,8,3,5,1
"2021-06-22T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,10,525,73,217,48,30,14,3,11,5
"2021-06-22T12:15:00+02:00",DEUTSCHLAND,1323,845,19735,3441,10209,3188,1447,623,221,335,144
"2021-06-23T12:15:00+02:00",HESSEN,97,95,1617,272,723,218,74,47,15,23,12
"2021-06-23T12:15:00+02:00",BADEN_WUERTTEMBERG,128,106,2053,315,1300,278,146,47,22,41,18
"2021-06-23T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,18,597,135,460,116,45,15,9,6,2
"2021-06-23T12:15:00+02:00",BAYERN,208,133,2772,470,1015,430,220,79,35,62,32
"2021-06-23T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,177,4875,716,2433,655,342,152,61,77,28
"2021-06-23T12:15:00+02:00",SACHSEN,79,64,1238,245,623,307,99,45,13,12,9
"2021-06-23T12:15:00+02:00",BREMEN,12,4,179,13,121,14,10,2,3,4,3
"2021-06-23T12:15:00+02:00",HAMBURG,23,26,459,74,290,53,22,14,3,3,3
"2021-06-23T12:15:00+02:00",NIEDERSACHSEN,120,38,1616,294,1003,331,143,70,16,25,9
"2021-06-23T12:15:00+02:00",RHEINLAND_PFALZ,77,21,811,252,437,224,112,45,15,12,5
"2021-06-23T12:15:00+02:00",SACHSEN_ANHALT,42,15,668,121,334,112,54,22,9,9,2
"2021-06-23T12:15:00+02:00",BERLIN,53,61,947,139,370,129,52,35,2,8,8
"2021-06-23T12:15:00+02:00",BRANDENBURG,48,6,529,84,354,71,24,22,5,13,8
"2021-06-23T12:15:00+02:00",THUERINGEN,36,25,570,102,326,106,48,17,8,8,3
"2021-06-23T12:15:00+02:00",SAARLAND,17,8,388,60,245,95,30,8,3,5,1
"2021-06-23T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,10,527,73,217,50,29,13,2,13,5
"2021-06-23T12:15:00+02:00",DEUTSCHLAND,1323,807,19846,3365,10251,3189,1450,633,221,321,148
"2021-06-24T12:15:00+02:00",HESSEN,97,95,1614,268,735,215,75,46,15,24,12
"2021-06-24T12:15:00+02:00",BADEN_WUERTTEMBERG,128,105,2064,291,1301,269,136,42,27,41,18
"2021-06-24T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,17,585,147,462,122,45,16,8,6,2
"2021-06-24T12:15:00+02:00",BAYERN,208,127,2724,526,1010,471,229,81,33,60,34
"2021-06-24T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,174,4865,716,2434,625,317,144,67,81,26
"2021-06-24T12:15:00+02:00",SACHSEN,79,61,1245,239,623,292,86,45,15,10,9
"2021-06-24T12:15:00+02:00",BREMEN,12,4,177,15,121,17,10,2,3,4,3
"2021-06-24T12:15:00+02:00",HAMBURG,23,24,454,89,286,62,29,16,1,3,3
"2021-06-24T12:15:00+02:00",NIEDERSACHSEN,120,37,1573,317,1017,312,129,67,15,29,9
"2021-06-24T12:15:00+02:00",SACHSEN_ANHALT,42,12,670,129,334,116,57,19,10,10,3
"2021-06-24T12:15:00+02:00",BERLIN,53,58,965,127,375,118,39,34,4,7,8
"2021-06-24T12:15:00+02:00",RHEINLAND_PFALZ,77,17,810,252,435,226,114,43,16,12,6
"2021-06-24T12:15:00+02:00",BRANDENBURG,48,6,529,88,360,77,22,23,4,13,8
"2021-06-24T12:15:00+02:00",SAARLAND,17,8,379,69,240,88,25,7,3,6,1
"2021-06-24T12:15:00+02:00",THUERINGEN,36,22,559,111,325,114,49,18,7,7,4
"2021-06-24T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,9,523,77,221,52,29,12,4,12,5
"2021-06-24T12:15:00+02:00",DEUTSCHLAND,1323,776,19736,3461,10279,3176,1391,615,232,325,151
"2021-06-25T12:15:00+02:00",HESSEN,97,96,1637,243,728,201,66,44,16,25,12
"2021-06-25T12:15:00+02:00",BADEN_WUERTTEMBERG,128,97,2016,334,1308,298,161,47,22,41,18
"2021-06-25T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,18,581,150,462,121,53,16,8,5,3
"2021-06-25T12:15:00+02:00",BAYERN,208,121,2761,500,1012,467,223,79,32,63,34
"2021-06-25T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,156,4842,713,2441,626,328,151,62,82,23
"2021-06-25T12:15:00+02:00",SACHSEN,79,53,1230,242,623,304,94,45,16,9,9
"2021-06-25T12:15:00+02:00",BREMEN,12,5,166,26,124,27,13,2,4,3,3
"2021-06-25T12:15:00+02:00",HAMBURG,23,22,452,91,287,66,33,16,1,3,3
"2021-06-25T12:15:00+02:00",NIEDERSACHSEN,120,38,1575,312,1016,329,140,69,16,26,9
"2021-06-25T12:15:00+02:00",BERLIN,53,56,958,136,375,115,50,33,5,7,8
"2021-06-25T12:15:00+02:00",RHEINLAND_PFALZ,77,12,808,251,439,220,114,43,15,14,5
"2021-06-25T12:15:00+02:00",SACHSEN_ANHALT,42,11,673,127,332,113,63,18,12,9,3
"2021-06-25T12:15:00+02:00",BRANDENBURG,48,8,526,81,360,79,22,22,5,13,8
"2021-06-25T12:15:00+02:00",SAARLAND,17,9,382,65,241,96,26,7,3,6,1
"2021-06-25T12:15:00+02:00",THUERINGEN,36,19,564,101,325,109,48,18,6,8,4
"2021-06-25T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,10,518,86,219,55,31,13,5,10,5
"2021-06-25T12:15:00+02:00",DEUTSCHLAND,1323,731,19689,3458,10292,3226,1465,623,228,324,148
"2021-06-26T12:15:00+02:00",HESSEN,97,91,1598,256,730,216,81,43,19,23,12
"2021-06-26T12:15:00+02:00",BADEN_WUERTTEMBERG,128,87,1950,375,1312,329,167,49,20,41,18
"2021-06-26T12:15:00+02:00",BAYERN,208,121,2728,520,1019,461,215,81,34,61,32
"2021-06-26T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,17,564,165,462,136,51,16,7,6,3
"2021-06-26T12:15:00+02:00",NORDRHEIN_WESTFALEN,318,153,4766,738,2459,623,337,144,67,82,25
"2021-06-26T12:15:00+02:00",SACHSEN,79,53,1184,282,624,322,94,45,17,8,9
"2021-06-26T12:15:00+02:00",BREMEN,12,6,155,21,124,24,9,2,4,3,3
"2021-06-26T12:15:00+02:00",HAMBURG,23,21,437,91,286,64,29,16,1,3,3
"2021-06-26T12:15:00+02:00",NIEDERSACHSEN,120,38,1557,318,1017,344,148,70,14,26,10
"2021-06-26T12:15:00+02:00",SACHSEN_ANHALT,42,11,649,134,335,125,66,19,10,10,3
"2021-06-26T12:15:00+02:00",BERLIN,53,59,949,140,376,130,39,31,7,7,8
"2021-06-26T12:15:00+02:00",RHEINLAND_PFALZ,77,12,771,269,454,219,110,42,16,14,5
"2021-06-26T12:15:00+02:00",BRANDENBURG,48,7,510,96,360,81,20,22,2,16,8
"2021-06-26T12:15:00+02:00",SAARLAND,17,9,363,83,241,94,24,6,4,6,1
"2021-06-26T12:15:00+02:00",THUERINGEN,36,19,550,113,325,115,51,18,7,7,4
"2021-06-26T12:15:00+02:00",MECKLENBURG_VORPOMMERN,33,8,507,92,219,55,32,14,5,9,5
"2021-06-26T12:15:00+02:00",DEUTSCHLAND,1323,712,19238,3693,10343,3338,1473,618,234,322,149
"2021-06-27T12:15:00+02:00",HESSEN,97,91,1536,327,729,250,84,45,18,22,12
"2021-06-27T12:15:00+02:00",BADEN_WUERTTEMBERG,128,89,1917,396,1321,339,169,47,22,40,19
"2021-06-27T12:15:00+02:00",SCHLESWIG_HOLSTEIN,32,18,565,158,462,135,51,17,6,6,3
"2021-06-27T12:15:00+02:00",BAYERN,208,118,2672,555,1023,494,220,83,38,58,29
