publication	date	deaths
2020-05-20	2020-05-12	40
2020-05-20	2020-05-13	43
2020-05-20	2020-05-14	45
2020-05-20	2020-05-15	33
2020-05-20	2020-05-16	20
2020-05-20	2020-05-17	17
2020-05-20	2020-05-18	20
2020-05-20	2020-05-19	6
2020-05-21	2020-03-07	0
2020-05-21	2020-03-08	1
2020-05-21	2020-03-09	2
2020-05-21	2020-03-10	1
2020-05-21	2020-03-11	1
2020-05-21	2020-03-12	4
2020-05-21	2020-03-13	2
2020-05-21	2020-03-14	3
2020-05-21	2020-03-15	4
2020-05-21	2020-03-16	11
2020-05-21	2020-03-17	12
2020-05-21	2020-03-18	12
2020-05-21	2020-03-19	21
2020-05-21	2020-03-20	39
2020-05-21	2020-03-21	24
2020-05-21	2020-03-22	41
2020-05-21	2020-03-23	40
2020-05-21	2020-03-24	65
2020-05-21	2020-03-25	75
2020-05-21	2020-03-26	92
2020-05-21	2020-03-27	102
2020-05-21	2020-03-28	107
2020-05-21	2020-03-29	115
2020-05-21	2020-03-30	170
2020-05-21	2020-03-31	162
2020-05-21	2020-04-01	162
2020-05-21	2020-04-02	201
2020-05-21	2020-04-03	195
2020-05-21	2020-04-04	221
2020-05-21	2020-04-05	234
2020-05-21	2020-04-06	241
2020-05-21	2020-04-07	248
2020-05-21	2020-04-08	254
2020-05-21	2020-04-09	252
2020-05-21	2020-04-10	235
2020-05-21	2020-04-11	239
2020-05-21	2020-04-12	234
2020-05-21	2020-04-13	237
2020-05-21	2020-04-14	240
2020-05-21	2020-04-15	220
2020-05-21	2020-04-16	234
2020-05-21	2020-04-17	231
2020-05-21	2020-04-18	183
2020-05-21	2020-04-19	205
2020-05-21	2020-04-20	205
2020-05-21	2020-04-21	168
2020-05-21	2020-04-22	189
2020-05-21	2020-04-23	148
2020-05-21	2020-04-24	156
2020-05-21	2020-04-25	122
2020-05-21	2020-04-26	140
2020-05-21	2020-04-27	124
2020-05-21	2020-04-28	121
2020-05-21	2020-04-29	124
2020-05-21	2020-04-30	116
2020-05-21	2020-05-01	100
2020-05-21	2020-05-02	75
2020-05-21	2020-05-03	90
2020-05-21	2020-05-04	76
2020-05-21	2020-05-05	86
2020-05-21	2020-05-06	73
2020-05-21	2020-05-07	56
2020-05-21	2020-05-08	54
2020-05-21	2020-05-09	58
2020-05-21	2020-05-10	59
2020-05-21	2020-05-11	60
2020-05-21	2020-05-12	40
2020-05-21	2020-05-13	43
2020-05-21	2020-05-14	47
2020-05-21	2020-05-15	35
2020-05-21	2020-05-16	23
2020-05-21	2020-05-17	24
2020-05-21	2020-05-18	27
2020-05-21	2020-05-19	23
2020-05-21	2020-05-20	6
2020-05-22	2020-03-07	0
2020-05-22	2020-03-08	1
2020-05-22	2020-03-09	2
2020-05-22	2020-03-10	1
2020-05-22	2020-03-11	1
2020-05-22	2020-03-12	4
2020-05-22	2020-03-13	2
2020-05-22	2020-03-14	3
2020-05-22	2020-03-15	4
2020-05-22	2020-03-16	11
2020-05-22	2020-03-17	12
2020-05-22	2020-03-18	12
2020-05-22	2020-03-19	21
2020-05-22	2020-03-20	39
2020-05-22	2020-03-21	23
2020-05-22	2020-03-22	41
2020-05-22	2020-03-23	40
2020-05-22	2020-03-24	65
2020-05-22	2020-03-25	75
2020-05-22	2020-03-26	92
2020-05-22	2020-03-27	102
2020-05-22	2020-03-28	107
2020-05-22	2020-03-29	115
2020-05-22	2020-03-30	170
2020-05-22	2020-03-31	162
2020-05-22	2020-04-01	162
2020-05-22	2020-04-02	201
2020-05-22	2020-04-03	195
2020-05-22	2020-04-04	221
2020-05-22	2020-04-05	234
2020-05-22	2020-04-06	241
2020-05-22	2020-04-07	248
2020-05-22	2020-04-08	254
2020-05-22	2020-04-09	252
2020-05-22	2020-04-10	235
2020-05-22	2020-04-11	239
2020-05-22	2020-04-12	235
2020-05-22	2020-04-13	237
2020-05-22	2020-04-14	240
2020-05-22	2020-04-15	220
2020-05-22	2020-04-16	234
2020-05-22	2020-04-17	231
2020-05-22	2020-04-18	183
2020-05-22	2020-04-19	205
2020-05-22	2020-04-20	204
2020-05-22	2020-04-21	168
2020-05-22	2020-04-22	189
2020-05-22	2020-04-23	148
2020-05-22	2020-04-24	157
2020-05-22	2020-04-25	123
2020-05-22	2020-04-26	140
2020-05-22	2020-04-27	125
2020-05-22	2020-04-28	122
2020-05-22	2020-04-29	124
2020-05-22	2020-04-30	117
2020-05-22	2020-05-01	100
2020-05-22	2020-05-02	75
2020-05-22	2020-05-03	91
2020-05-22	2020-05-04	77
2020-05-22	2020-05-05	85
2020-05-22	2020-05-06	73
2020-05-22	2020-05-07	56
2020-05-22	2020-05-08	54
2020-05-22	2020-05-09	58
2020-05-22	2020-05-10	59
2020-05-22	2020-05-11	60
2020-05-22	2020-05-12	40
2020-05-22	2020-05-13	44
2020-05-22	2020-05-14	48
2020-05-22	2020-05-15	37
2020-05-22	2020-05-16	23
2020-05-22	2020-05-17	25
2020-05-22	2020-05-18	31
2020-05-22	2020-05-19	27
2020-05-22	2020-05-20	17
2020-05-22	2020-05-21	2
2020-05-23	2020-03-07	0
2020-05-23	2020-03-08	1
2020-05-23	2020-03-09	2
2020-05-23	2020-03-10	1
2020-05-23	2020-03-11	1
2020-05-23	2020-03-12	4
2020-05-23	2020-03-13	2
2020-05-23	2020-03-14	3
2020-05-23	2020-03-15	4
2020-05-23	2020-03-16	11
2020-05-23	2020-03-17	12
2020-05-23	2020-03-18	12
2020-05-23	2020-03-19	21
2020-05-23	2020-03-20	39
2020-05-23	2020-03-21	24
2020-05-23	2020-03-22	41
2020-05-23	2020-03-23	40
2020-05-23	2020-03-24	65
2020-05-23	2020-03-25	75
2020-05-23	2020-03-26	92
2020-05-23	2020-03-27	102
2020-05-23	2020-03-28	107
2020-05-23	2020-03-29	115
2020-05-23	2020-03-30	170
2020-05-23	2020-03-31	162
2020-05-23	2020-04-01	162
2020-05-23	2020-04-02	201
2020-05-23	2020-04-03	195
2020-05-23	2020-04-04	221
2020-05-23	2020-04-05	234
2020-05-23	2020-04-06	241
2020-05-23	2020-04-07	248
2020-05-23	2020-04-08	255
2020-05-23	2020-04-09	252
2020-05-23	2020-04-10	235
2020-05-23	2020-04-11	239
2020-05-23	2020-04-12	235
2020-05-23	2020-04-13	236
2020-05-23	2020-04-14	241
2020-05-23	2020-04-15	220
2020-05-23	2020-04-16	234
2020-05-23	2020-04-17	231
2020-05-23	2020-04-18	182
2020-05-23	2020-04-19	205
2020-05-23	2020-04-20	205
2020-05-23	2020-04-21	168
2020-05-23	2020-04-22	189
2020-05-23	2020-04-23	148
2020-05-23	2020-04-24	158
2020-05-23	2020-04-25	123
2020-05-23	2020-04-26	140
2020-05-23	2020-04-27	125
2020-05-23	2020-04-28	122
2020-05-23	2020-04-29	124
2020-05-23	2020-04-30	118
2020-05-23	2020-05-01	100
2020-05-23	2020-05-02	75
2020-05-23	2020-05-03	91
2020-05-23	2020-05-04	77
2020-05-23	2020-05-05	86
2020-05-23	2020-05-06	73
2020-05-23	2020-05-07	56
2020-05-23	2020-05-08	55
2020-05-23	2020-05-09	58
2020-05-23	2020-05-10	60
2020-05-23	2020-05-11	60
2020-05-23	2020-05-12	40
2020-05-23	2020-05-13	44
2020-05-23	2020-05-14	48
2020-05-23	2020-05-15	40
2020-05-23	2020-05-16	24
2020-05-23	2020-05-17	28
2020-05-23	2020-05-18	34
2020-05-23	2020-05-19	28
2020-05-23	2020-05-20	28
2020-05-23	2020-05-21	15
2020-05-23	2020-05-22	3
2020-05-24	2020-03-07	0
2020-05-24	2020-03-08	1
2020-05-24	2020-03-09	2
2020-05-24	2020-03-10	1
2020-05-24	2020-03-11	1
2020-05-24	2020-03-12	4
2020-05-24	2020-03-13	2
2020-05-24	2020-03-14	3
2020-05-24	2020-03-15	4
2020-05-24	2020-03-16	11
2020-05-24	2020-03-17	12
2020-05-24	2020-03-18	12
2020-05-24	2020-03-19	21
2020-05-24	2020-03-20	39
2020-05-24	2020-03-21	24
2020-05-24	2020-03-22	41
2020-05-24	2020-03-23	40
2020-05-24	2020-03-24	65
2020-05-24	2020-03-25	75
2020-05-24	2020-03-26	92
2020-05-24	2020-03-27	102
2020-05-24	2020-03-28	107
2020-05-24	2020-03-29	115
2020-05-24	2020-03-30	170
2020-05-24	2020-03-31	161
2020-05-24	2020-04-01	161
2020-05-24	2020-04-02	201
2020-05-24	2020-04-03	195
2020-05-24	2020-04-04	221
2020-05-24	2020-04-05	234
2020-05-24	2020-04-06	241
2020-05-24	2020-04-07	248
2020-05-24	2020-04-08	255
2020-05-24	2020-04-09	252
2020-05-24	2020-04-10	235
2020-05-24	2020-04-11	239
2020-05-24	2020-04-12	235
2020-05-24	2020-04-13	237
2020-05-24	2020-04-14	242
2020-05-24	2020-04-15	220
2020-05-24	2020-04-16	234
2020-05-24	2020-04-17	231
2020-05-24	2020-04-18	183
2020-05-24	2020-04-19	205
2020-05-24	2020-04-20	205
2020-05-24	2020-04-21	168
2020-05-24	2020-04-22	189
2020-05-24	2020-04-23	149
2020-05-24	2020-04-24	158
2020-05-24	2020-04-25	123
2020-05-24	2020-04-26	140
2020-05-24	2020-04-27	125
2020-05-24	2020-04-28	122
2020-05-24	2020-04-29	124
2020-05-24	2020-04-30	118
2020-05-24	2020-05-01	100
2020-05-24	2020-05-02	75
2020-05-24	2020-05-03	91
2020-05-24	2020-05-04	77
2020-05-24	2020-05-05	85
2020-05-24	2020-05-06	75
2020-05-24	2020-05-07	57
2020-05-24	2020-05-08	55
2020-05-24	2020-05-09	58
2020-05-24	2020-05-10	60
2020-05-24	2020-05-11	60
2020-05-24	2020-05-12	40
2020-05-24	2020-05-13	45
2020-05-24	2020-05-14	48
2020-05-24	2020-05-15	40
2020-05-24	2020-05-16	24
2020-05-24	2020-05-17	29
2020-05-24	2020-05-18	34
2020-05-24	2020-05-19	30
2020-05-24	2020-05-20	33
2020-05-24	2020-05-21	20
2020-05-24	2020-05-22	11
2020-05-24	2020-05-23	3
2020-05-25	2020-03-07	0
2020-05-25	2020-03-08	1
2020-05-25	2020-03-09	2
2020-05-25	2020-03-10	1
2020-05-25	2020-03-11	1
2020-05-25	2020-03-12	4
2020-05-25	2020-03-13	2
2020-05-25	2020-03-14	3
2020-05-25	2020-03-15	4
2020-05-25	2020-03-16	11
2020-05-25	2020-03-17	12
2020-05-25	2020-03-18	12
2020-05-25	2020-03-19	21
2020-05-25	2020-03-20	39
2020-05-25	2020-03-21	24
2020-05-25	2020-03-22	41
2020-05-25	2020-03-23	40
2020-05-25	2020-03-24	65
2020-05-25	2020-03-25	75
2020-05-25	2020-03-26	92
2020-05-25	2020-03-27	102
2020-05-25	2020-03-28	107
2020-05-25	2020-03-29	115
2020-05-25	2020-03-30	170
2020-05-25	2020-03-31	162
2020-05-25	2020-04-01	162
2020-05-25	2020-04-02	201
2020-05-25	2020-04-03	195
2020-05-25	2020-04-04	221
2020-05-25	2020-04-05	234
2020-05-25	2020-04-06	241
2020-05-25	2020-04-07	248
2020-05-25	2020-04-08	255
2020-05-25	2020-04-09	252
2020-05-25	2020-04-10	235
2020-05-25	2020-04-11	239
2020-05-25	2020-04-12	235
2020-05-25	2020-04-13	237
2020-05-25	2020-04-14	242
2020-05-25	2020-04-15	220
2020-05-25	2020-04-16	234
2020-05-25	2020-04-17	231
2020-05-25	2020-04-18	183
2020-05-25	2020-04-19	205
2020-05-25	2020-04-20	205
2020-05-25	2020-04-21	168
2020-05-25	2020-04-22	189
2020-05-25	2020-04-23	149
2020-05-25	2020-04-24	158
2020-05-25	2020-04-25	123
2020-05-25	2020-04-26	140
2020-05-25	2020-04-27	125
2020-05-25	2020-04-28	122
2020-05-25	2020-04-29	124
2020-05-25	2020-04-30	118
2020-05-25	2020-05-01	100
2020-05-25	2020-05-02	75
2020-05-25	2020-05-03	91
2020-05-25	2020-05-04	77
2020-05-25	2020-05-05	85
2020-05-25	2020-05-06	75
2020-05-25	2020-05-07	57
2020-05-25	2020-05-08	55
2020-05-25	2020-05-09	58
2020-05-25	2020-05-10	60
2020-05-25	2020-05-11	60
2020-05-25	2020-05-12	40
2020-05-25	2020-05-13	45
2020-05-25	2020-05-14	50
2020-05-25	2020-05-15	40
2020-05-25	2020-05-16	24
2020-05-25	2020-05-17	29
2020-05-25	2020-05-18	35
2020-05-25	2020-05-19	30
2020-05-25	2020-05-20	34
2020-05-25	2020-05-21	20
2020-05-25	2020-05-22	13
2020-05-25	2020-05-23	6
2020-05-26	2020-03-07	0
2020-05-26	2020-03-08	1
2020-05-26	2020-03-09	2
2020-05-26	2020-03-10	1
2020-05-26	2020-03-11	1
2020-05-26	2020-03-12	4
2020-05-26	2020-03-13	2
2020-05-26	2020-03-14	3
2020-05-26	2020-03-15	4
2020-05-26	2020-03-16	11
2020-05-26	2020-03-17	12
2020-05-26	2020-03-18	12
2020-05-26	2020-03-19	21
2020-05-26	2020-03-20	39
2020-05-26	2020-03-21	24
2020-05-26	2020-03-22	41
2020-05-26	2020-03-23	40
2020-05-26	2020-03-24	65
2020-05-26	2020-03-25	75
2020-05-26	2020-03-26	92
2020-05-26	2020-03-27	102
2020-05-26	2020-03-28	107
2020-05-26	2020-03-29	115
2020-05-26	2020-03-30	170
2020-05-26	2020-03-31	162
2020-05-26	2020-04-01	162
2020-05-26	2020-04-02	201
2020-05-26	2020-04-03	195
2020-05-26	2020-04-04	221
2020-05-26	2020-04-05	234
2020-05-26	2020-04-06	241
2020-05-26	2020-04-07	248
2020-05-26	2020-04-08	255
2020-05-26	2020-04-09	253
2020-05-26	2020-04-10	235
2020-05-26	2020-04-11	241
2020-05-26	2020-04-12	235
2020-05-26	2020-04-13	237
2020-05-26	2020-04-14	242
2020-05-26	2020-04-15	221
2020-05-26	2020-04-16	234
2020-05-26	2020-04-17	231
2020-05-26	2020-04-18	183
2020-05-26	2020-04-19	205
2020-05-26	2020-04-20	206
2020-05-26	2020-04-21	168
2020-05-26	2020-04-22	189
2020-05-26	2020-04-23	149
2020-05-26	2020-04-24	158
2020-05-26	2020-04-25	124
2020-05-26	2020-04-26	140
2020-05-26	2020-04-27	125
2020-05-26	2020-04-28	123
2020-05-26	2020-04-29	124
2020-05-26	2020-04-30	118
2020-05-26	2020-05-01	100
2020-05-26	2020-05-02	75
2020-05-26	2020-05-03	90
2020-05-26	2020-05-04	77
2020-05-26	2020-05-05	87
2020-05-26	2020-05-06	75
2020-05-26	2020-05-07	57
2020-05-26	2020-05-08	55
2020-05-26	2020-05-09	58
2020-05-26	2020-05-10	59
2020-05-26	2020-05-11	61
2020-05-26	2020-05-12	40
2020-05-26	2020-05-13	45
2020-05-26	2020-05-14	51
2020-05-26	2020-05-15	42
2020-05-26	2020-05-16	24
2020-05-26	2020-05-17	30
2020-05-26	2020-05-18	36
2020-05-26	2020-05-19	31
2020-05-26	2020-05-20	36
2020-05-26	2020-05-21	23
2020-05-26	2020-05-22	23
2020-05-26	2020-05-23	14
2020-05-26	2020-05-24	9
2020-05-26	2020-05-25	3
2020-05-27	2020-03-07	0
2020-05-27	2020-03-08	1
2020-05-27	2020-03-09	2
2020-05-27	2020-03-10	1
2020-05-27	2020-03-11	1
2020-05-27	2020-03-12	4
2020-05-27	2020-03-13	2
2020-05-27	2020-03-14	3
2020-05-27	2020-03-15	4
2020-05-27	2020-03-16	11
2020-05-27	2020-03-17	12
2020-05-27	2020-03-18	12
2020-05-27	2020-03-19	21
2020-05-27	2020-03-20	39
2020-05-27	2020-03-21	25
2020-05-27	2020-03-22	41
2020-05-27	2020-03-23	40
2020-05-27	2020-03-24	66
2020-05-27	2020-03-25	75
2020-05-27	2020-03-26	92
2020-05-27	2020-03-27	102
2020-05-27	2020-03-28	107
2020-05-27	2020-03-29	115
2020-05-27	2020-03-30	170
2020-05-27	2020-03-31	162
2020-05-27	2020-04-01	162
2020-05-27	2020-04-02	201
2020-05-27	2020-04-03	195
2020-05-27	2020-04-04	221
2020-05-27	2020-04-05	232
2020-05-27	2020-04-06	242
2020-05-27	2020-04-07	249
2020-05-27	2020-04-08	255
2020-05-27	2020-04-09	253
2020-05-27	2020-04-10	235
2020-05-27	2020-04-11	241
2020-05-27	2020-04-12	235
2020-05-27	2020-04-13	237
2020-05-27	2020-04-14	242
2020-05-27	2020-04-15	219
2020-05-27	2020-04-16	236
2020-05-27	2020-04-17	233
2020-05-27	2020-04-18	183
2020-05-27	2020-04-19	205
2020-05-27	2020-04-20	207
2020-05-27	2020-04-21	168
2020-05-27	2020-04-22	189
2020-05-27	2020-04-23	150
2020-05-27	2020-04-24	159
2020-05-27	2020-04-25	124
2020-05-27	2020-04-26	140
2020-05-27	2020-04-27	125
2020-05-27	2020-04-28	123
2020-05-27	2020-04-29	124
2020-05-27	2020-04-30	118
2020-05-27	2020-05-01	100
2020-05-27	2020-05-02	75
2020-05-27	2020-05-03	91
2020-05-27	2020-05-04	77
2020-05-27	2020-05-05	87
2020-05-27	2020-05-06	75
2020-05-27	2020-05-07	58
2020-05-27	2020-05-08	55
2020-05-27	2020-05-09	57
2020-05-27	2020-05-10	60
2020-05-27	2020-05-11	61
2020-05-27	2020-05-12	40
2020-05-27	2020-05-13	47
2020-05-27	2020-05-14	53
2020-05-27	2020-05-15	41
2020-05-27	2020-05-16	25
2020-05-27	2020-05-17	31
2020-05-27	2020-05-18	38
2020-05-27	2020-05-19	33
2020-05-27	2020-05-20	41
2020-05-27	2020-05-21	24
2020-05-27	2020-05-22	23
2020-05-27	2020-05-23	18
2020-05-27	2020-05-24	21
2020-05-27	2020-05-25	10
2020-05-27	2020-05-26	2
2020-05-28	2020-03-07	0
2020-05-28	2020-03-08	1
2020-05-28	2020-03-09	2
2020-05-28	2020-03-10	1
2020-05-28	2020-03-11	1
2020-05-28	2020-03-12	4
2020-05-28	2020-03-13	2
2020-05-28	2020-03-14	3
2020-05-28	2020-03-15	4
2020-05-28	2020-03-16	11
2020-05-28	2020-03-17	12
2020-05-28	2020-03-18	12
2020-05-28	2020-03-19	21
2020-05-28	2020-03-20	39
2020-05-28	2020-03-21	25
2020-05-28	2020-03-22	41
2020-05-28	2020-03-23	40
2020-05-28	2020-03-24	66
2020-05-28	2020-03-25	74
2020-05-28	2020-03-26	92
2020-05-28	2020-03-27	102
2020-05-28	2020-03-28	107
2020-05-28	2020-03-29	114
2020-05-28	2020-03-30	170
2020-05-28	2020-03-31	162
2020-05-28	2020-04-01	161
2020-05-28	2020-04-02	203
2020-05-28	2020-04-03	195
2020-05-28	2020-04-04	220
2020-05-28	2020-04-05	234
2020-05-28	2020-04-06	242
2020-05-28	2020-04-07	250
2020-05-28	2020-04-08	255
2020-05-28	2020-04-09	253
2020-05-28	2020-04-10	236
2020-05-28	2020-04-11	241
2020-05-28	2020-04-12	235
2020-05-28	2020-04-13	238
2020-05-28	2020-04-14	243
2020-05-28	2020-04-15	219
2020-05-28	2020-04-16	234
2020-05-28	2020-04-17	235
2020-05-28	2020-04-18	185
2020-05-28	2020-04-19	205
2020-05-28	2020-04-20	208
2020-05-28	2020-04-21	166
2020-05-28	2020-04-22	189
2020-05-28	2020-04-23	151
2020-05-28	2020-04-24	159
2020-05-28	2020-04-25	124
2020-05-28	2020-04-26	141
2020-05-28	2020-04-27	126
2020-05-28	2020-04-28	122
2020-05-28	2020-04-29	124
2020-05-28	2020-04-30	119
2020-05-28	2020-05-01	100
2020-05-28	2020-05-02	75
2020-05-28	2020-05-03	92
2020-05-28	2020-05-04	76
2020-05-28	2020-05-05	87
2020-05-28	2020-05-06	75
2020-05-28	2020-05-07	61
2020-05-28	2020-05-08	54
2020-05-28	2020-05-09	57
2020-05-28	2020-05-10	60
2020-05-28	2020-05-11	62
2020-05-28	2020-05-12	41
2020-05-28	2020-05-13	47
2020-05-28	2020-05-14	54
2020-05-28	2020-05-15	43
2020-05-28	2020-05-16	25
2020-05-28	2020-05-17	32
2020-05-28	2020-05-18	40
2020-05-28	2020-05-19	34
2020-05-28	2020-05-20	45
2020-05-28	2020-05-21	27
2020-05-28	2020-05-22	26
2020-05-28	2020-05-23	21
2020-05-28	2020-05-24	27
2020-05-28	2020-05-25	20
2020-05-28	2020-05-26	11
2020-05-28	2020-05-27	3
2020-05-29	2020-03-07	0
2020-05-29	2020-03-08	1
2020-05-29	2020-03-09	2
2020-05-29	2020-03-10	1
2020-05-29	2020-03-11	1
2020-05-29	2020-03-12	4
2020-05-29	2020-03-13	2
2020-05-29	2020-03-14	3
2020-05-29	2020-03-15	4
2020-05-29	2020-03-16	11
2020-05-29	2020-03-17	12
2020-05-29	2020-03-18	12
2020-05-29	2020-03-19	21
2020-05-29	2020-03-20	39
2020-05-29	2020-03-21	25
2020-05-29	2020-03-22	41
2020-05-29	2020-03-23	40
2020-05-29	2020-03-24	66
2020-05-29	2020-03-25	75
2020-05-29	2020-03-26	92
2020-05-29	2020-03-27	102
2020-05-29	2020-03-28	107
2020-05-29	2020-03-29	115
2020-05-29	2020-03-30	170
2020-05-29	2020-03-31	162
2020-05-29	2020-04-01	161
2020-05-29	2020-04-02	203
2020-05-29	2020-04-03	196
2020-05-29	2020-04-04	221
2020-05-29	2020-04-05	233
2020-05-29	2020-04-06	242
2020-05-29	2020-04-07	251
2020-05-29	2020-04-08	257
2020-05-29	2020-04-09	253
2020-05-29	2020-04-10	237
2020-05-29	2020-04-11	242
2020-05-29	2020-04-12	236
2020-05-29	2020-04-13	240
2020-05-29	2020-04-14	242
2020-05-29	2020-04-15	219
2020-05-29	2020-04-16	235
2020-05-29	2020-04-17	235
2020-05-29	2020-04-18	185
2020-05-29	2020-04-19	205
2020-05-29	2020-04-20	208
2020-05-29	2020-04-21	166
2020-05-29	2020-04-22	189
2020-05-29	2020-04-23	151
2020-05-29	2020-04-24	160
2020-05-29	2020-04-25	124
2020-05-29	2020-04-26	142
2020-05-29	2020-04-27	127
2020-05-29	2020-04-28	123
2020-05-29	2020-04-29	125
2020-05-29	2020-04-30	119
2020-05-29	2020-05-01	100
2020-05-29	2020-05-02	76
2020-05-29	2020-05-03	92
2020-05-29	2020-05-04	76
2020-05-29	2020-05-05	87
2020-05-29	2020-05-06	78
2020-05-29	2020-05-07	61
2020-05-29	2020-05-08	54
2020-05-29	2020-05-09	57
2020-05-29	2020-05-10	60
2020-05-29	2020-05-11	62
2020-05-29	2020-05-12	42
2020-05-29	2020-05-13	48
2020-05-29	2020-05-14	56
2020-05-29	2020-05-15	43
2020-05-29	2020-05-16	25
2020-05-29	2020-05-17	32
2020-05-29	2020-05-18	42
2020-05-29	2020-05-19	35
2020-05-29	2020-05-20	43
2020-05-29	2020-05-21	27
2020-05-29	2020-05-22	26
2020-05-29	2020-05-23	23
2020-05-29	2020-05-24	30
2020-05-29	2020-05-25	22
2020-05-29	2020-05-26	15
2020-05-29	2020-05-27	4
2020-05-29	2020-05-28	3
2020-05-30	2020-03-07	0
2020-05-30	2020-03-08	1
2020-05-30	2020-03-09	2
2020-05-30	2020-03-10	1
2020-05-30	2020-03-11	1
2020-05-30	2020-03-12	4
2020-05-30	2020-03-13	2
2020-05-30	2020-03-14	3
2020-05-30	2020-03-15	4
2020-05-30	2020-03-16	11
2020-05-30	2020-03-17	12
2020-05-30	2020-03-18	12
2020-05-30	2020-03-19	21
2020-05-30	2020-03-20	39
2020-05-30	2020-03-21	25
2020-05-30	2020-03-22	41
2020-05-30	2020-03-23	40
2020-05-30	2020-03-24	66
2020-05-30	2020-03-25	75
2020-05-30	2020-03-26	92
2020-05-30	2020-03-27	102
2020-05-30	2020-03-28	107
2020-05-30	2020-03-29	115
2020-05-30	2020-03-30	170
2020-05-30	2020-03-31	162
2020-05-30	2020-04-01	161
2020-05-30	2020-04-02	203
2020-05-30	2020-04-03	196
2020-05-30	2020-04-04	221
2020-05-30	2020-04-05	233
2020-05-30	2020-04-06	242
2020-05-30	2020-04-07	251
2020-05-30	2020-04-08	257
2020-05-30	2020-04-09	254
2020-05-30	2020-04-10	237
2020-05-30	2020-04-11	242
2020-05-30	2020-04-12	236
2020-05-30	2020-04-13	242
2020-05-30	2020-04-14	242
2020-05-30	2020-04-15	219
2020-05-30	2020-04-16	235
2020-05-30	2020-04-17	235
2020-05-30	2020-04-18	186
2020-05-30	2020-04-19	206
2020-05-30	2020-04-20	208
2020-05-30	2020-04-21	166
2020-05-30	2020-04-22	189
2020-05-30	2020-04-23	151
2020-05-30	2020-04-24	160
2020-05-30	2020-04-25	124
2020-05-30	2020-04-26	142
2020-05-30	2020-04-27	127
2020-05-30	2020-04-28	123
2020-05-30	2020-04-29	126
2020-05-30	2020-04-30	119
2020-05-30	2020-05-01	101
2020-05-30	2020-05-02	76
2020-05-30	2020-05-03	94
2020-05-30	2020-05-04	77
2020-05-30	2020-05-05	87
2020-05-30	2020-05-06	78
2020-05-30	2020-05-07	62
2020-05-30	2020-05-08	54
2020-05-30	2020-05-09	57
2020-05-30	2020-05-10	60
2020-05-30	2020-05-11	63
2020-05-30	2020-05-12	42
2020-05-30	2020-05-13	48
2020-05-30	2020-05-14	57
2020-05-30	2020-05-15	45
2020-05-30	2020-05-16	25
2020-05-30	2020-05-17	32
2020-05-30	2020-05-18	42
2020-05-30	2020-05-19	39
2020-05-30	2020-05-20	45
2020-05-30	2020-05-21	28
2020-05-30	2020-05-22	27
2020-05-30	2020-05-23	23
2020-05-30	2020-05-24	31
2020-05-30	2020-05-25	23
2020-05-30	2020-05-26	18
2020-05-30	2020-05-27	9
2020-05-30	2020-05-28	8
2020-05-30	2020-05-29	3
2020-05-31	2020-03-07	0
2020-05-31	2020-03-08	1
2020-05-31	2020-03-09	2
2020-05-31	2020-03-10	1
2020-05-31	2020-03-11	1
2020-05-31	2020-03-12	4
2020-05-31	2020-03-13	2
2020-05-31	2020-03-14	3
2020-05-31	2020-03-15	4
2020-05-31	2020-03-16	11
2020-05-31	2020-03-17	12
2020-05-31	2020-03-18	12
2020-05-31	2020-03-19	21
2020-05-31	2020-03-20	39
2020-05-31	2020-03-21	25
2020-05-31	2020-03-22	41
2020-05-31	2020-03-23	40
2020-05-31	2020-03-24	66
2020-05-31	2020-03-25	75
2020-05-31	2020-03-26	92
2020-05-31	2020-03-27	102
2020-05-31	2020-03-28	107
2020-05-31	2020-03-29	115
2020-05-31	2020-03-30	170
2020-05-31	2020-03-31	162
2020-05-31	2020-04-01	161
2020-05-31	2020-04-02	203
2020-05-31	2020-04-03	196
2020-05-31	2020-04-04	221
2020-05-31	2020-04-05	234
2020-05-31	2020-04-06	242
2020-05-31	2020-04-07	251
2020-05-31	2020-04-08	257
2020-05-31	2020-04-09	254
2020-05-31	2020-04-10	237
2020-05-31	2020-04-11	242
2020-05-31	2020-04-12	236
2020-05-31	2020-04-13	242
2020-05-31	2020-04-14	242
2020-05-31	2020-04-15	219
2020-05-31	2020-04-16	235
2020-05-31	2020-04-17	235
2020-05-31	2020-04-18	187
2020-05-31	2020-04-19	206
2020-05-31	2020-04-20	208
2020-05-31	2020-04-21	166
2020-05-31	2020-04-22	189
2020-05-31	2020-04-23	151
2020-05-31	2020-04-24	160
2020-05-31	2020-04-25	124
2020-05-31	2020-04-26	142
2020-05-31	2020-04-27	128
2020-05-31	2020-04-28	123
2020-05-31	2020-04-29	126
2020-05-31	2020-04-30	119
2020-05-31	2020-05-01	101
2020-05-31	2020-05-02	76
2020-05-31	2020-05-03	93
2020-05-31	2020-05-04	77
2020-05-31	2020-05-05	87
2020-05-31	2020-05-06	78
2020-05-31	2020-05-07	62
2020-05-31	2020-05-08	54
2020-05-31	2020-05-09	58
2020-05-31	2020-05-10	60
2020-05-31	2020-05-11	63
2020-05-31	2020-05-12	42
2020-05-31	2020-05-13	48
2020-05-31	2020-05-14	58
2020-05-31	2020-05-15	46
2020-05-31	2020-05-16	25
2020-05-31	2020-05-17	32
