"meldelandkreis";"Jahr";"MW";" keine Angaben";"VOC";"andere Varianten"
"LK Fürstenfeldbruck";"2021";"02";236;0;0
"LK Fürstenfeldbruck";"2021";"03";166;0;0
"LK Fürstenfeldbruck";"2021";"04";172;0;4
"LK Fürstenfeldbruck";"2021";"05";123;0;2
"LK Fürstenfeldbruck";"2021";"06";57;9;1
"LK Fürstenfeldbruck";"2021";"07";79;6;1
"LK Fürstenfeldbruck";"2021";"08";72;90;0
"LK Fürstenfeldbruck";"2021";"09";60;50;3
"LK Fürstenfeldbruck";"2021";"10";31;83;10
"LK Fürstenfeldbruck";"2021";"11";58;98;2
"LK Fürstenfeldbruck";"2021";"12";63;167;3
"LK Fürstenfeldbruck";"2021";"13";60;150;3
"LK Fürstenfeldbruck";"2021";"14";60;200;20
"LK Fürstenfeldbruck";"2021";"15";77;236;33
"LK Fürstenfeldbruck";"2021";"16";117;209;18
"LK Fürstenfeldbruck";"2021";"17";89;141;11
"LK Fürstenfeldbruck";"2021";"18";52;138;9
"LK Fürstenfeldbruck";"2021";"19";42;92;1
"LK Fürstenfeldbruck";"2021";"20";26;45;0
"LK Fürstenfeldbruck";"2021";"21";10;46;3
"LK Fürstenfeldbruck";"2021";"22";7;34;4
"LK Fürstenfeldbruck";"2021";"23";11;19;0
"LK Fürstenfeldbruck";"2021";"24";0;8;1
"LK Fürstenfeldbruck";"2021";"25";2;7;0
"LK Fürstenfeldbruck";"2021";"26";1;1;0
"LK Fürstenfeldbruck";"2021";"27";6;8;1
"LK Fürstenfeldbruck";"2021";"28";11;26;2
"LK Fürstenfeldbruck";"2021";"29";14;13;0
"LK Fürstenfeldbruck";"2021";"30";18;16;0
"LK Fürstenfeldbruck";"2021";"31";11;30;0
"LK Fürstenfeldbruck";"2021";"32";19;47;0
"LK Fürstenfeldbruck";"2021";"33";55;51;0
"LK Fürstenfeldbruck";"2021";"34";53;131;2
"LK Fürstenfeldbruck";"2021";"35";69;121;1
"LK Fürstenfeldbruck";"2021";"36";34;142;2
"LK Fürstenfeldbruck";"2021";"37";42;124;2
"LK Fürstenfeldbruck";"2021";"38";44;87;3
"LK Fürstenfeldbruck";"2021";"39";46;112;3
"LK Fürstenfeldbruck";"2021";"40";37;73;2
"LK Fürstenfeldbruck";"2021";"41";53;80;4
"LK Fürstenfeldbruck";"2021";"42";107;121;5
"LK Fürstenfeldbruck";"2021";"43";122;213;6
"LK Fürstenfeldbruck";"2021";"44";385;276;8
"LK Fürstenfeldbruck";"2021";"45";716;412;6
"LK Fürstenfeldbruck";"2021";"46";801;259;2
"LK Fürth";"2021";"01";162;0;0
"LK Fürth";"2021";"02";156;1;1
"LK Fürth";"2021";"03";132;0;1
"LK Fürth";"2021";"04";94;4;0
"LK Fürth";"2021";"05";71;3;3
"LK Fürth";"2021";"06";56;15;2
"LK Fürth";"2021";"07";69;13;0
"LK Fürth";"2021";"08";56;25;10
"LK Fürth";"2021";"09";53;38;3
"LK Fürth";"2021";"10";54;47;9
"LK Fürth";"2021";"11";48;68;7
"LK Fürth";"2021";"12";30;83;2
"LK Fürth";"2021";"13";27;86;1
"LK Fürth";"2021";"14";32;112;7
"LK Fürth";"2021";"15";47;109;6
"LK Fürth";"2021";"16";55;146;2
"LK Fürth";"2021";"17";40;84;1
"LK Fürth";"2021";"18";36;94;0
"LK Fürth";"2021";"19";19;64;0
"LK Fürth";"2021";"20";13;44;0
"LK Fürth";"2021";"21";12;40;0
"LK Fürth";"2021";"22";5;25;0
"LK Fürth";"2021";"23";3;13;1
"LK Fürth";"2021";"24";0;6;0
"LK Fürth";"2021";"25";3;6;0
"LK Fürth";"2021";"26";5;7;0
"LK Fürth";"2021";"27";2;8;0
"LK Fürth";"2021";"28";4;6;0
"LK Fürth";"2021";"29";2;11;0
"LK Fürth";"2021";"30";1;9;0
"LK Fürth";"2021";"31";1;7;0
"LK Fürth";"2021";"32";3;16;0
"LK Fürth";"2021";"33";12;27;0
"LK Fürth";"2021";"34";12;25;0
"LK Fürth";"2021";"35";9;48;0
"LK Fürth";"2021";"36";27;58;0
"LK Fürth";"2021";"37";18;63;0
"LK Fürth";"2021";"38";26;74;0
"LK Fürth";"2021";"39";12;82;1
"LK Fürth";"2021";"40";28;83;1
"LK Fürth";"2021";"41";30;92;0
"LK Fürth";"2021";"42";38;141;0
"LK Fürth";"2021";"43";54;194;0
"LK Fürth";"2021";"44";104;194;0
"LK Fürth";"2021";"45";251;227;0
"LK Fürth";"2021";"46";461;207;1
"LK Garmisch-Partenkirchen";"2021";"01";133;0;0
"LK Garmisch-Partenkirchen";"2021";"02";106;1;11
"LK Garmisch-Partenkirchen";"2021";"03";99;0;15
"LK Garmisch-Partenkirchen";"2021";"04";69;0;15
"LK Garmisch-Partenkirchen";"2021";"05";71;0;5
"LK Garmisch-Partenkirchen";"2021";"06";52;2;3
"LK Garmisch-Partenkirchen";"2021";"07";36;0;4
"LK Garmisch-Partenkirchen";"2021";"08";21;5;16
"LK Garmisch-Partenkirchen";"2021";"09";24;7;7
"LK Garmisch-Partenkirchen";"2021";"10";14;32;9
"LK Garmisch-Partenkirchen";"2021";"11";17;84;5
"LK Garmisch-Partenkirchen";"2021";"12";18;69;10
"LK Garmisch-Partenkirchen";"2021";"13";25;92;3
"LK Garmisch-Partenkirchen";"2021";"14";8;120;4
"LK Garmisch-Partenkirchen";"2021";"15";15;98;1
"LK Garmisch-Partenkirchen";"2021";"16";18;64;2
"LK Garmisch-Partenkirchen";"2021";"17";11;78;2
"LK Garmisch-Partenkirchen";"2021";"18";17;64;3
"LK Garmisch-Partenkirchen";"2021";"19";3;48;0
"LK Garmisch-Partenkirchen";"2021";"20";7;30;0
"LK Garmisch-Partenkirchen";"2021";"21";4;38;0
"LK Garmisch-Partenkirchen";"2021";"22";2;35;0
"LK Garmisch-Partenkirchen";"2021";"23";1;12;0
"LK Garmisch-Partenkirchen";"2021";"24";4;13;0
"LK Garmisch-Partenkirchen";"2021";"25";0;3;0
"LK Garmisch-Partenkirchen";"2021";"26";0;4;0
"LK Garmisch-Partenkirchen";"2021";"27";1;2;0
"LK Garmisch-Partenkirchen";"2021";"28";3;3;0
"LK Garmisch-Partenkirchen";"2021";"29";2;3;2
"LK Garmisch-Partenkirchen";"2021";"30";0;2;0
"LK Garmisch-Partenkirchen";"2021";"31";1;4;0
"LK Garmisch-Partenkirchen";"2021";"32";5;15;0
"LK Garmisch-Partenkirchen";"2021";"33";2;19;0
"LK Garmisch-Partenkirchen";"2021";"34";3;27;0
"LK Garmisch-Partenkirchen";"2021";"35";5;29;2
"LK Garmisch-Partenkirchen";"2021";"36";14;37;3
"LK Garmisch-Partenkirchen";"2021";"37";10;22;0
"LK Garmisch-Partenkirchen";"2021";"38";9;19;0
"LK Garmisch-Partenkirchen";"2021";"39";2;24;1
"LK Garmisch-Partenkirchen";"2021";"40";10;25;3
"LK Garmisch-Partenkirchen";"2021";"41";24;72;2
"LK Garmisch-Partenkirchen";"2021";"42";33;110;1
"LK Garmisch-Partenkirchen";"2021";"43";63;153;0
"LK Garmisch-Partenkirchen";"2021";"44";295;132;1
"LK Garmisch-Partenkirchen";"2021";"45";507;85;0
"LK Garmisch-Partenkirchen";"2021";"46";389;74;0
"LK Günzburg";"2021";"01";165;0;0
"LK Günzburg";"2021";"02";146;1;0
"LK Günzburg";"2021";"03";79;2;5
"LK Günzburg";"2021";"04";79;2;5
"LK Günzburg";"2021";"05";58;2;4
"LK Günzburg";"2021";"06";17;5;10
"LK Günzburg";"2021";"07";18;5;5
"LK Günzburg";"2021";"08";47;7;11
"LK Günzburg";"2021";"09";28;21;6
"LK Günzburg";"2021";"10";16;33;3
"LK Günzburg";"2021";"11";37;80;6
"LK Günzburg";"2021";"12";56;97;2
"LK Günzburg";"2021";"13";30;78;1
"LK Günzburg";"2021";"14";39;135;1
"LK Günzburg";"2021";"15";139;243;4
"LK Günzburg";"2021";"16";72;232;3
"LK Günzburg";"2021";"17";62;211;4
"LK Günzburg";"2021";"18";70;182;12
"LK Günzburg";"2021";"19";49;131;2
"LK Günzburg";"2021";"20";44;134;0
"LK Günzburg";"2021";"21";23;108;1
"LK Günzburg";"2021";"22";25;68;1
"LK Günzburg";"2021";"23";16;45;2
"LK Günzburg";"2021";"24";7;15;1
"LK Günzburg";"2021";"25";1;16;1
"LK Günzburg";"2021";"26";3;8;0
"LK Günzburg";"2021";"27";3;5;1
"LK Günzburg";"2021";"28";4;10;1
"LK Günzburg";"2021";"29";4;10;1
"LK Günzburg";"2021";"30";3;6;0
"LK Günzburg";"2021";"31";1;4;0
"LK Günzburg";"2021";"32";7;16;0
"LK Günzburg";"2021";"33";20;61;1
"LK Günzburg";"2021";"34";52;92;2
"LK Günzburg";"2021";"35";40;114;4
"LK Günzburg";"2021";"36";43;103;0
"LK Günzburg";"2021";"37";26;67;0
"LK Günzburg";"2021";"38";27;64;1
"LK Günzburg";"2021";"39";22;58;1
"LK Günzburg";"2021";"40";43;107;0
"LK Günzburg";"2021";"41";71;159;3
"LK Günzburg";"2021";"42";98;263;1
"LK Günzburg";"2021";"43";162;254;0
"LK Günzburg";"2021";"44";393;204;4
"LK Günzburg";"2021";"45";891;73;0
"LK Günzburg";"2021";"46";806;12;0
"LK Haßberge";"2021";"01";168;0;0
"LK Haßberge";"2021";"02";116;0;0
"LK Haßberge";"2021";"03";60;1;2
"LK Haßberge";"2021";"04";62;0;1
"LK Haßberge";"2021";"05";33;1;4
"LK Haßberge";"2021";"06";31;1;6
"LK Haßberge";"2021";"07";19;4;8
"LK Haßberge";"2021";"08";8;9;9
"LK Haßberge";"2021";"09";2;23;11
"LK Haßberge";"2021";"10";2;35;10
"LK Haßberge";"2021";"11";14;78;9
"LK Haßberge";"2021";"12";17;95;6
"LK Haßberge";"2021";"13";24;139;4
"LK Haßberge";"2021";"14";22;174;1
"LK Haßberge";"2021";"15";42;243;5
"LK Haßberge";"2021";"16";38;247;6
"LK Haßberge";"2021";"17";27;88;1
"LK Haßberge";"2021";"18";14;80;2
"LK Haßberge";"2021";"19";13;42;0
"LK Haßberge";"2021";"20";11;39;3
"LK Haßberge";"2021";"21";5;21;1
"LK Haßberge";"2021";"22";1;14;0
"LK Haßberge";"2021";"23";6;19;0
"LK Haßberge";"2021";"24";0;4;0
"LK Haßberge";"2021";"25";0;1;0
"LK Haßberge";"2021";"26";0;1;0
"LK Haßberge";"2021";"27";2;2;0
"LK Haßberge";"2021";"28";3;4;1
"LK Haßberge";"2021";"29";1;5;0
"LK Haßberge";"2021";"30";4;11;0
"LK Haßberge";"2021";"31";2;2;0
"LK Haßberge";"2021";"32";3;9;0
"LK Haßberge";"2021";"33";11;14;0
"LK Haßberge";"2021";"34";12;24;0
"LK Haßberge";"2021";"35";29;31;0
"LK Haßberge";"2021";"36";31;24;0
"LK Haßberge";"2021";"37";47;15;0
"LK Haßberge";"2021";"38";9;38;0
"LK Haßberge";"2021";"39";9;39;0
"LK Haßberge";"2021";"40";4;23;0
"LK Haßberge";"2021";"41";18;46;0
"LK Haßberge";"2021";"42";28;92;0
"LK Haßberge";"2021";"43";53;148;0
"LK Haßberge";"2021";"44";71;168;0
"LK Haßberge";"2021";"45";294;149;1
"LK Haßberge";"2021";"46";381;130;0
"LK Hof";"2021";"01";170;0;1
"LK Hof";"2021";"02";149;1;2
"LK Hof";"2021";"03";164;12;6
"LK Hof";"2021";"04";191;66;7
"LK Hof";"2021";"05";183;67;2
"LK Hof";"2021";"06";61;90;3
"LK Hof";"2021";"07";112;72;6
"LK Hof";"2021";"08";31;86;13
"LK Hof";"2021";"09";33;90;10
"LK Hof";"2021";"10";19;100;2
"LK Hof";"2021";"11";38;161;6
"LK Hof";"2021";"12";34;191;5
"LK Hof";"2021";"13";102;193;5
"LK Hof";"2021";"14";137;281;8
"LK Hof";"2021";"15";85;208;3
"LK Hof";"2021";"16";53;192;2
"LK Hof";"2021";"17";41;131;4
"LK Hof";"2021";"18";23;75;1
"LK Hof";"2021";"19";19;40;0
"LK Hof";"2021";"20";15;44;0
"LK Hof";"2021";"21";16;36;0
"LK Hof";"2021";"22";7;19;1
"LK Hof";"2021";"23";5;6;1
"LK Hof";"2021";"24";2;4;0
"LK Hof";"2021";"25";4;0;0
"LK Hof";"2021";"26";0;1;0
"LK Hof";"2021";"27";4;0;0
"LK Hof";"2021";"28";0;3;0
"LK Hof";"2021";"29";0;2;0
"LK Hof";"2021";"30";3;0;0
"LK Hof";"2021";"31";3;6;0
"LK Hof";"2021";"32";4;4;2
"LK Hof";"2021";"33";5;11;1
"LK Hof";"2021";"34";2;10;1
"LK Hof";"2021";"35";4;27;3
"LK Hof";"2021";"36";8;19;5
"LK Hof";"2021";"37";10;21;0
"LK Hof";"2021";"38";12;22;0
"LK Hof";"2021";"39";12;49;0
"LK Hof";"2021";"40";13;43;1
"LK Hof";"2021";"41";19;47;0
"LK Hof";"2021";"42";38;78;1
"LK Hof";"2021";"43";54;133;4
"LK Hof";"2021";"44";151;102;17
"LK Hof";"2021";"45";258;91;31
"LK Hof";"2021";"46";307;44;25
"LK Kelheim";"2021";"01";186;0;0
"LK Kelheim";"2021";"02";166;0;0
"LK Kelheim";"2021";"03";104;0;0
"LK Kelheim";"2021";"04";88;1;0
"LK Kelheim";"2021";"05";66;4;0
"LK Kelheim";"2021";"06";22;14;1
"LK Kelheim";"2021";"07";24;14;0
"LK Kelheim";"2021";"08";16;38;10
"LK Kelheim";"2021";"09";17;31;18
"LK Kelheim";"2021";"10";39;69;16
"LK Kelheim";"2021";"11";56;146;12
"LK Kelheim";"2021";"12";112;264;17
"LK Kelheim";"2021";"13";94;165;11
"LK Kelheim";"2021";"14";116;163;28
"LK Kelheim";"2021";"15";131;175;24
"LK Kelheim";"2021";"16";127;126;15
"LK Kelheim";"2021";"17";76;85;26
"LK Kelheim";"2021";"18";76;121;36
"LK Kelheim";"2021";"19";65;98;2
"LK Kelheim";"2021";"20";33;37;1
"LK Kelheim";"2021";"21";16;20;2
"LK Kelheim";"2021";"22";2;14;0
"LK Kelheim";"2021";"23";7;13;0
"LK Kelheim";"2021";"24";1;4;1
"LK Kelheim";"2021";"25";1;0;0
"LK Kelheim";"2021";"26";1;4;0
"LK Kelheim";"2021";"27";0;1;1
"LK Kelheim";"2021";"28";2;0;0
"LK Kelheim";"2021";"29";1;2;0
"LK Kelheim";"2021";"30";8;23;0
"LK Kelheim";"2021";"31";0;7;1
"LK Kelheim";"2021";"32";2;14;6
"LK Kelheim";"2021";"33";8;32;4
"LK Kelheim";"2021";"34";21;91;7
"LK Kelheim";"2021";"35";51;118;26
"LK Kelheim";"2021";"36";58;114;11
"LK Kelheim";"2021";"37";31;82;13
"LK Kelheim";"2021";"38";24;49;4
"LK Kelheim";"2021";"39";14;41;3
"LK Kelheim";"2021";"40";19;43;0
"LK Kelheim";"2021";"41";53;105;2
"LK Kelheim";"2021";"42";100;193;5
"LK Kelheim";"2021";"43";114;212;3
"LK Kelheim";"2021";"44";221;202;2
"LK Kelheim";"2021";"45";478;200;0
"LK Kelheim";"2021";"46";567;96;2
"LK Kitzingen";"2021";"01";76;0;0
"LK Kitzingen";"2021";"02";130;0;0
"LK Kitzingen";"2021";"03";115;0;0
"LK Kitzingen";"2021";"04";87;4;0
"LK Kitzingen";"2021";"05";112;3;0
"LK Kitzingen";"2021";"06";72;3;0
"LK Kitzingen";"2021";"07";52;4;1
"LK Kitzingen";"2021";"08";42;11;0
"LK Kitzingen";"2021";"09";18;5;1
"LK Kitzingen";"2021";"10";3;11;0
"LK Kitzingen";"2021";"11";11;33;0
"LK Kitzingen";"2021";"12";25;61;0
"LK Kitzingen";"2021";"13";45;101;0
"LK Kitzingen";"2021";"14";33;92;0
"LK Kitzingen";"2021";"15";52;54;1
"LK Kitzingen";"2021";"16";44;72;0
"LK Kitzingen";"2021";"17";27;47;3
"LK Kitzingen";"2021";"18";21;54;0
"LK Kitzingen";"2021";"19";15;37;1
"LK Kitzingen";"2021";"20";22;43;0
"LK Kitzingen";"2021";"21";14;47;0
"LK Kitzingen";"2021";"22";5;39;1
"LK Kitzingen";"2021";"23";9;16;0
"LK Kitzingen";"2021";"24";3;3;0
"LK Kitzingen";"2021";"25";1;5;0
"LK Kitzingen";"2021";"26";1;4;0
"LK Kitzingen";"2021";"27";1;4;0
"LK Kitzingen";"2021";"28";1;4;0
"LK Kitzingen";"2021";"29";4;14;0
"LK Kitzingen";"2021";"30";5;15;0
"LK Kitzingen";"2021";"31";4;10;2
"LK Kitzingen";"2021";"32";1;13;4
"LK Kitzingen";"2021";"33";4;11;4
"LK Kitzingen";"2021";"34";4;25;0
"LK Kitzingen";"2021";"35";6;45;6
"LK Kitzingen";"2021";"36";3;43;2
"LK Kitzingen";"2021";"37";12;26;9
"LK Kitzingen";"2021";"38";8;23;2
"LK Kitzingen";"2021";"39";8;40;5
"LK Kitzingen";"2021";"40";4;68;2
"LK Kitzingen";"2021";"41";11;66;2
"LK Kitzingen";"2021";"42";27;128;0
"LK Kitzingen";"2021";"43";26;128;0
"LK Kitzingen";"2021";"44";45;151;1
"LK Kitzingen";"2021";"45";204;78;1
"LK Kitzingen";"2021";"46";324;36;0
"LK Kronach";"2021";"01";182;0;0
"LK Kronach";"2021";"02";163;0;0
"LK Kronach";"2021";"03";72;0;0
"LK Kronach";"2021";"04";55;2;0
"LK Kronach";"2021";"05";41;1;0
"LK Kronach";"2021";"06";63;0;0
"LK Kronach";"2021";"07";45;3;0
"LK Kronach";"2021";"08";56;3;0
"LK Kronach";"2021";"09";89;15;0
"LK Kronach";"2021";"10";71;62;0
"LK Kronach";"2021";"11";117;55;0
"LK Kronach";"2021";"12";86;67;0
"LK Kronach";"2021";"13";122;99;0
"LK Kronach";"2021";"14";95;110;2
"LK Kronach";"2021";"15";123;111;0
"LK Kronach";"2021";"16";103;103;0
"LK Kronach";"2021";"17";88;52;0
"LK Kronach";"2021";"18";88;43;0
"LK Kronach";"2021";"19";28;45;1
"LK Kronach";"2021";"20";28;35;2
"LK Kronach";"2021";"21";9;30;0
"LK Kronach";"2021";"22";30;24;0
"LK Kronach";"2021";"23";23;8;1
"LK Kronach";"2021";"24";6;1;0
"LK Kronach";"2021";"25";2;2;0
"LK Kronach";"2021";"26";2;0;0
"LK Kronach";"2021";"27";1;0;1
"LK Kronach";"2021";"28";5;0;1
"LK Kronach";"2021";"29";1;0;0
"LK Kronach";"2021";"30";0;0;1
"LK Kronach";"2021";"31";3;0;0
"LK Kronach";"2021";"32";10;2;0
"LK Kronach";"2021";"33";19;2;0
"LK Kronach";"2021";"34";16;3;2
"LK Kronach";"2021";"35";5;14;0
"LK Kronach";"2021";"36";14;7;0
"LK Kronach";"2021";"37";12;6;0
"LK Kronach";"2021";"38";14;9;0
"LK Kronach";"2021";"39";44;26;0
"LK Kronach";"2021";"40";26;13;0
"LK Kronach";"2021";"41";26;15;0
"LK Kronach";"2021";"42";31;59;0
"LK Kronach";"2021";"43";254;16;0
"LK Kronach";"2021";"44";274;20;0
"LK Kronach";"2021";"45";461;0;0
"LK Kronach";"2021";"46";520;0;0
"LK Kulmbach";"2021";"01";219;0;11
"LK Kulmbach";"2021";"02";143;0;4
"LK Kulmbach";"2021";"03";93;3;5
"LK Kulmbach";"2021";"04";79;7;2
"LK Kulmbach";"2021";"05";55;1;4
"LK Kulmbach";"2021";"06";43;1;8
"LK Kulmbach";"2021";"07";78;35;6
"LK Kulmbach";"2021";"08";45;96;17
"LK Kulmbach";"2021";"09";32;144;10
"LK Kulmbach";"2021";"10";28;155;8
"LK Kulmbach";"2021";"11";41;147;17
"LK Kulmbach";"2021";"12";20;189;6
"LK Kulmbach";"2021";"13";54;134;6
"LK Kulmbach";"2021";"14";42;108;15
"LK Kulmbach";"2021";"15";26;100;4
"LK Kulmbach";"2021";"16";45;123;1
"LK Kulmbach";"2021";"17";17;60;2
"LK Kulmbach";"2021";"18";20;48;1
"LK Kulmbach";"2021";"19";9;38;0
"LK Kulmbach";"2021";"20";2;14;2
"LK Kulmbach";"2021";"21";6;6;1
"LK Kulmbach";"2021";"22";1;4;4
"LK Kulmbach";"2021";"23";1;1;0
"LK Kulmbach";"2021";"24";1;2;0
"LK Kulmbach";"2021";"25";0;8;1
"LK Kulmbach";"2021";"28";0;1;0
"LK Kulmbach";"2021";"29";0;1;1
"LK Kulmbach";"2021";"30";1;1;1
"LK Kulmbach";"2021";"31";0;3;0
"LK Kulmbach";"2021";"32";0;5;1
"LK Kulmbach";"2021";"33";1;8;2
"LK Kulmbach";"2021";"34";2;20;2
"LK Kulmbach";"2021";"35";2;36;5
"LK Kulmbach";"2021";"36";5;37;4
"LK Kulmbach";"2021";"37";1;22;2
"LK Kulmbach";"2021";"38";2;13;4
"LK Kulmbach";"2021";"39";4;74;14
"LK Kulmbach";"2021";"40";2;20;6
"LK Kulmbach";"2021";"41";1;38;8
"LK Kulmbach";"2021";"42";1;64;15
"LK Kulmbach";"2021";"43";3;41;52
"LK Kulmbach";"2021";"44";2;48;88
"LK Kulmbach";"2021";"45";4;38;165
"LK Kulmbach";"2021";"46";92;61;111
"LK Landsberg a.Lech";"2021";"01";78;0;0
"LK Landsberg a.Lech";"2021";"02";94;0;1
"LK Landsberg a.Lech";"2021";"03";62;10;4
"LK Landsberg a.Lech";"2021";"04";66;47;1
"LK Landsberg a.Lech";"2021";"05";46;9;3
"LK Landsberg a.Lech";"2021";"06";24;20;1
"LK Landsberg a.Lech";"2021";"07";18;32;0
"LK Landsberg a.Lech";"2021";"08";26;28;1
"LK Landsberg a.Lech";"2021";"09";27;31;8
"LK Landsberg a.Lech";"2021";"10";13;22;4
"LK Landsberg a.Lech";"2021";"11";16;32;6
"LK Landsberg a.Lech";"2021";"12";30;65;2
"LK Landsberg a.Lech";"2021";"13";27;101;0
"LK Landsberg a.Lech";"2021";"14";31;109;0
"LK Landsberg a.Lech";"2021";"15";59;109;4
"LK Landsberg a.Lech";"2021";"16";25;72;0
"LK Landsberg a.Lech";"2021";"17";16;58;1
"LK Landsberg a.Lech";"2021";"18";18;71;0
"LK Landsberg a.Lech";"2021";"19";11;42;0
"LK Landsberg a.Lech";"2021";"20";11;33;0
"LK Landsberg a.Lech";"2021";"21";5;18;0
"LK Landsberg a.Lech";"2021";"22";1;12;0
"LK Landsberg a.Lech";"2021";"23";4;4;1
"LK Landsberg a.Lech";"2021";"24";2;6;0
"LK Landsberg a.Lech";"2021";"25";1;1;0
"LK Landsberg a.Lech";"2021";"26";0;2;0
"LK Landsberg a.Lech";"2021";"27";0;8;0
"LK Landsberg a.Lech";"2021";"28";3;9;0
"LK Landsberg a.Lech";"2021";"29";11;10;1
"LK Landsberg a.Lech";"2021";"30";6;9;0
"LK Landsberg a.Lech";"2021";"31";3;9;1
"LK Landsberg a.Lech";"2021";"32";10;9;0
"LK Landsberg a.Lech";"2021";"33";13;20;0
"LK Landsberg a.Lech";"2021";"34";38;69;0
"LK Landsberg a.Lech";"2021";"35";37;48;4
"LK Landsberg a.Lech";"2021";"36";14;58;0
"LK Landsberg a.Lech";"2021";"37";23;59;0
"LK Landsberg a.Lech";"2021";"38";19;40;0
"LK Landsberg a.Lech";"2021";"39";37;117;0
"LK Landsberg a.Lech";"2021";"40";50;76;0
"LK Landsberg a.Lech";"2021";"41";32;66;0
"LK Landsberg a.Lech";"2021";"42";76;107;0
"LK Landsberg a.Lech";"2021";"43";105;170;0
"LK Landsberg a.Lech";"2021";"44";94;153;3
"LK Landsberg a.Lech";"2021";"45";293;204;2
"LK Landsberg a.Lech";"2021";"46";671;21;0
"LK Landshut";"2021";"01";195;0;2
"LK Landshut";"2021";"02";212;0;6
"LK Landshut";"2021";"03";158;0;4
"LK Landshut";"2021";"04";128;2;5
"LK Landshut";"2021";"05";58;2;11
"LK Landshut";"2021";"06";64;10;17
"LK Landshut";"2021";"07";28;14;3
"LK Landshut";"2021";"08";35;28;8
"LK Landshut";"2021";"09";28;36;14
"LK Landshut";"2021";"10";52;110;10
"LK Landshut";"2021";"11";67;132;7
"LK Landshut";"2021";"12";51;173;7
"LK Landshut";"2021";"13";50;167;4
"LK Landshut";"2021";"14";72;145;2
"LK Landshut";"2021";"15";113;272;10
"LK Landshut";"2021";"16";149;254;16
"LK Landshut";"2021";"17";129;198;17
"LK Landshut";"2021";"18";71;181;2
"LK Landshut";"2021";"19";59;107;4
"LK Landshut";"2021";"20";33;71;0
"LK Landshut";"2021";"21";6;33;9
"LK Landshut";"2021";"22";0;30;9
"LK Landshut";"2021";"23";0;38;8
"LK Landshut";"2021";"24";0;5;2
"LK Landshut";"2021";"25";0;1;1
"LK Landshut";"2021";"26";1;1;0
"LK Landshut";"2021";"27";11;3;0
"LK Landshut";"2021";"28";7;10;0
"LK Landshut";"2021";"29";3;11;0
"LK Landshut";"2021";"30";7;19;0
"LK Landshut";"2021";"31";8;8;0
"LK Landshut";"2021";"32";2;28;0
"LK Landshut";"2021";"33";6;46;0
"LK Landshut";"2021";"34";11;125;0
"LK Landshut";"2021";"35";13;110;1
"LK Landshut";"2021";"36";13;156;0
"LK Landshut";"2021";"37";16;119;1
"LK Landshut";"2021";"38";15;99;2
"LK Landshut";"2021";"39";20;96;0
"LK Landshut";"2021";"40";15;105;0
"LK Landshut";"2021";"41";33;126;0
"LK Landshut";"2021";"42";118;212;2
"LK Landshut";"2021";"43";247;302;0
"LK Landshut";"2021";"44";262;392;1
"LK Landshut";"2021";"45";767;590;1
"LK Landshut";"2021";"46";1250;616;0
"LK Lichtenfels";"2021";"01";127;3;17
"LK Lichtenfels";"2021";"02";96;7;47
"LK Lichtenfels";"2021";"03";68;0;4
"LK Lichtenfels";"2021";"04";96;0;6
"LK Lichtenfels";"2021";"05";68;1;5
"LK Lichtenfels";"2021";"06";24;4;3
"LK Lichtenfels";"2021";"07";17;5;4
"LK Lichtenfels";"2021";"08";20;41;14
"LK Lichtenfels";"2021";"09";10;32;11
"LK Lichtenfels";"2021";"10";5;53;14
"LK Lichtenfels";"2021";"11";13;62;8
"LK Lichtenfels";"2021";"12";7;92;6
"LK Lichtenfels";"2021";"13";11;104;5
"LK Lichtenfels";"2021";"14";21;101;1
"LK Lichtenfels";"2021";"15";28;133;4
"LK Lichtenfels";"2021";"16";38;124;5
"LK Lichtenfels";"2021";"17";25;112;0
"LK Lichtenfels";"2021";"18";10;92;0
"LK Lichtenfels";"2021";"19";9;71;0
"LK Lichtenfels";"2021";"20";11;37;0
"LK Lichtenfels";"2021";"21";6;22;0
"LK Lichtenfels";"2021";"22";2;10;0
"LK Lichtenfels";"2021";"23";2;19;0
"LK Lichtenfels";"2021";"24";6;9;0
"LK Lichtenfels";"2021";"25";5;26;0
"LK Lichtenfels";"2021";"26";1;1;0
"LK Lichtenfels";"2021";"27";2;1;0
"LK Lichtenfels";"2021";"28";2;0;0
"LK Lichtenfels";"2021";"29";1;1;0
"LK Lichtenfels";"2021";"30";3;1;0
"LK Lichtenfels";"2021";"31";3;6;0
"LK Lichtenfels";"2021";"32";0;4;0
"LK Lichtenfels";"2021";"33";4;9;0
"LK Lichtenfels";"2021";"34";3;25;0
"LK Lichtenfels";"2021";"35";7;27;0
"LK Lichtenfels";"2021";"36";8;36;0
"LK Lichtenfels";"2021";"37";8;21;1
"LK Lichtenfels";"2021";"38";10;29;0
"LK Lichtenfels";"2021";"39";7;25;2
"LK Lichtenfels";"2021";"40";7;27;0
"LK Lichtenfels";"2021";"41";13;23;2
"LK Lichtenfels";"2021";"42";17;54;1
"LK Lichtenfels";"2021";"43";58;65;0
"LK Lichtenfels";"2021";"44";73;28;0
"LK Lichtenfels";"2021";"45";268;12;0
"LK Lichtenfels";"2021";"46";446;0;0
"LK Lindau";"2021";"01";110;5;0
"LK Lindau";"2021";"02";90;2;2
