"meldelandkreis";"Jahr";"MW";" keine Angaben";"VOC";"andere Varianten"
"LK Starnberg";"2021";"11";46;51;4
"LK Starnberg";"2021";"12";70;98;9
"LK Starnberg";"2021";"13";32;92;10
"LK Starnberg";"2021";"14";41;77;2
"LK Starnberg";"2021";"15";115;97;7
"LK Starnberg";"2021";"16";44;87;3
"LK Starnberg";"2021";"17";23;66;1
"LK Starnberg";"2021";"18";23;56;2
"LK Starnberg";"2021";"19";24;52;0
"LK Starnberg";"2021";"20";14;28;3
"LK Starnberg";"2021";"21";3;7;1
"LK Starnberg";"2021";"22";1;4;0
"LK Starnberg";"2021";"23";5;10;0
"LK Starnberg";"2021";"24";1;5;1
"LK Starnberg";"2021";"25";0;5;2
"LK Starnberg";"2021";"26";0;2;1
"LK Starnberg";"2021";"27";2;20;1
"LK Starnberg";"2021";"28";1;25;4
"LK Starnberg";"2021";"29";0;29;6
"LK Starnberg";"2021";"30";0;21;2
"LK Starnberg";"2021";"31";3;16;3
"LK Starnberg";"2021";"32";2;16;9
"LK Starnberg";"2021";"33";7;40;6
"LK Starnberg";"2021";"34";6;87;22
"LK Starnberg";"2021";"35";15;97;12
"LK Starnberg";"2021";"36";16;107;18
"LK Starnberg";"2021";"37";12;91;15
"LK Starnberg";"2021";"38";6;71;7
"LK Starnberg";"2021";"39";11;87;18
"LK Starnberg";"2021";"40";13;53;14
"LK Starnberg";"2021";"41";11;55;9
"LK Starnberg";"2021";"42";23;110;11
"LK Starnberg";"2021";"43";76;159;23
"LK Starnberg";"2021";"44";151;188;6
"LK Starnberg";"2021";"45";403;170;9
"LK Starnberg";"2021";"46";604;81;2
"LK Straubing-Bogen";"2021";"01";198;0;0
"LK Straubing-Bogen";"2021";"02";128;0;0
"LK Straubing-Bogen";"2021";"03";132;1;0
"LK Straubing-Bogen";"2021";"04";86;0;0
"LK Straubing-Bogen";"2021";"05";67;1;0
"LK Straubing-Bogen";"2021";"06";36;9;1
"LK Straubing-Bogen";"2021";"07";39;15;2
"LK Straubing-Bogen";"2021";"08";33;22;3
"LK Straubing-Bogen";"2021";"09";55;48;1
"LK Straubing-Bogen";"2021";"10";47;87;3
"LK Straubing-Bogen";"2021";"11";28;150;0
"LK Straubing-Bogen";"2021";"12";47;101;0
"LK Straubing-Bogen";"2021";"13";45;115;4
"LK Straubing-Bogen";"2021";"14";53;160;1
"LK Straubing-Bogen";"2021";"15";77;184;0
"LK Straubing-Bogen";"2021";"16";53;142;0
"LK Straubing-Bogen";"2021";"17";52;97;2
"LK Straubing-Bogen";"2021";"18";30;109;0
"LK Straubing-Bogen";"2021";"19";36;73;0
"LK Straubing-Bogen";"2021";"20";18;46;0
"LK Straubing-Bogen";"2021";"21";6;36;0
"LK Straubing-Bogen";"2021";"22";0;11;0
"LK Straubing-Bogen";"2021";"23";1;4;0
"LK Straubing-Bogen";"2021";"24";0;2;0
"LK Straubing-Bogen";"2021";"26";0;2;0
"LK Straubing-Bogen";"2021";"28";1;9;0
"LK Straubing-Bogen";"2021";"29";1;8;1
"LK Straubing-Bogen";"2021";"30";4;14;0
"LK Straubing-Bogen";"2021";"31";3;19;0
"LK Straubing-Bogen";"2021";"32";4;12;0
"LK Straubing-Bogen";"2021";"33";6;23;0
"LK Straubing-Bogen";"2021";"34";9;55;1
"LK Straubing-Bogen";"2021";"35";12;65;2
"LK Straubing-Bogen";"2021";"36";13;56;3
"LK Straubing-Bogen";"2021";"37";14;66;1
"LK Straubing-Bogen";"2021";"38";14;57;1
"LK Straubing-Bogen";"2021";"39";19;77;1
"LK Straubing-Bogen";"2021";"40";24;141;2
"LK Straubing-Bogen";"2021";"41";74;203;3
"LK Straubing-Bogen";"2021";"42";254;210;3
"LK Straubing-Bogen";"2021";"43";372;186;1
"LK Straubing-Bogen";"2021";"44";355;159;0
"LK Straubing-Bogen";"2021";"45";595;183;2
"LK Straubing-Bogen";"2021";"46";689;121;2
"LK Tirschenreuth";"2021";"01";162;2;0
"LK Tirschenreuth";"2021";"02";160;3;0
"LK Tirschenreuth";"2021";"03";166;17;0
"LK Tirschenreuth";"2021";"04";169;57;0
"LK Tirschenreuth";"2021";"05";138;146;0
"LK Tirschenreuth";"2021";"06";74;149;7
"LK Tirschenreuth";"2021";"07";56;203;0
"LK Tirschenreuth";"2021";"08";31;134;0
"LK Tirschenreuth";"2021";"09";38;109;5
"LK Tirschenreuth";"2021";"10";12;126;3
"LK Tirschenreuth";"2021";"11";11;137;0
"LK Tirschenreuth";"2021";"12";4;103;0
"LK Tirschenreuth";"2021";"13";5;100;0
"LK Tirschenreuth";"2021";"14";7;63;0
"LK Tirschenreuth";"2021";"15";3;45;0
"LK Tirschenreuth";"2021";"16";12;48;1
"LK Tirschenreuth";"2021";"17";2;49;0
"LK Tirschenreuth";"2021";"18";1;34;0
"LK Tirschenreuth";"2021";"19";3;27;0
"LK Tirschenreuth";"2021";"20";3;11;0
"LK Tirschenreuth";"2021";"21";2;7;0
"LK Tirschenreuth";"2021";"22";1;1;0
"LK Tirschenreuth";"2021";"24";0;2;0
"LK Tirschenreuth";"2021";"26";1;0;0
"LK Tirschenreuth";"2021";"27";0;2;0
"LK Tirschenreuth";"2021";"29";0;2;0
"LK Tirschenreuth";"2021";"30";1;5;0
"LK Tirschenreuth";"2021";"31";0;3;0
"LK Tirschenreuth";"2021";"32";3;18;0
"LK Tirschenreuth";"2021";"33";9;17;0
"LK Tirschenreuth";"2021";"34";12;17;1
"LK Tirschenreuth";"2021";"35";4;2;0
"LK Tirschenreuth";"2021";"36";7;12;0
"LK Tirschenreuth";"2021";"37";6;5;0
"LK Tirschenreuth";"2021";"38";1;11;0
"LK Tirschenreuth";"2021";"39";6;22;0
"LK Tirschenreuth";"2021";"40";10;12;0
"LK Tirschenreuth";"2021";"41";4;4;0
"LK Tirschenreuth";"2021";"42";14;30;0
"LK Tirschenreuth";"2021";"43";54;30;0
"LK Tirschenreuth";"2021";"44";84;122;0
"LK Tirschenreuth";"2021";"45";214;39;0
"LK Tirschenreuth";"2021";"46";268;30;0
"LK Traunstein";"2021";"01";322;0;1
"LK Traunstein";"2021";"02";285;1;1
"LK Traunstein";"2021";"03";235;1;1
"LK Traunstein";"2021";"04";156;9;1
"LK Traunstein";"2021";"05";188;11;12
"LK Traunstein";"2021";"06";105;25;23
"LK Traunstein";"2021";"07";45;58;57
"LK Traunstein";"2021";"08";18;38;51
"LK Traunstein";"2021";"09";18;53;44
"LK Traunstein";"2021";"10";44;124;68
"LK Traunstein";"2021";"11";41;148;61
"LK Traunstein";"2021";"12";7;255;62
"LK Traunstein";"2021";"13";25;209;51
"LK Traunstein";"2021";"14";39;325;40
"LK Traunstein";"2021";"15";61;389;50
"LK Traunstein";"2021";"16";57;274;61
"LK Traunstein";"2021";"17";48;266;74
"LK Traunstein";"2021";"18";34;157;29
"LK Traunstein";"2021";"19";16;111;18
"LK Traunstein";"2021";"20";3;97;12
"LK Traunstein";"2021";"21";10;45;11
"LK Traunstein";"2021";"22";3;29;7
"LK Traunstein";"2021";"23";4;29;14
"LK Traunstein";"2021";"24";2;5;14
"LK Traunstein";"2021";"25";0;12;12
"LK Traunstein";"2021";"26";2;8;5
"LK Traunstein";"2021";"27";0;14;7
"LK Traunstein";"2021";"28";0;15;14
"LK Traunstein";"2021";"29";0;12;8
"LK Traunstein";"2021";"30";0;20;12
"LK Traunstein";"2021";"31";0;18;6
"LK Traunstein";"2021";"32";0;38;5
"LK Traunstein";"2021";"33";0;55;18
"LK Traunstein";"2021";"34";0;106;24
"LK Traunstein";"2021";"35";0;128;35
"LK Traunstein";"2021";"36";0;285;65
"LK Traunstein";"2021";"37";1;341;45
"LK Traunstein";"2021";"38";0;330;82
"LK Traunstein";"2021";"39";1;358;87
"LK Traunstein";"2021";"40";2;312;112
"LK Traunstein";"2021";"41";0;310;240
"LK Traunstein";"2021";"42";0;452;436
"LK Traunstein";"2021";"43";2;150;960
"LK Traunstein";"2021";"44";1;17;1378
"LK Traunstein";"2021";"45";7;7;1684
"LK Traunstein";"2021";"46";982;23;985
"LK Unterallgäu";"2021";"01";119;0;161
"LK Unterallgäu";"2021";"02";312;0;0
"LK Unterallgäu";"2021";"03";191;1;4
"LK Unterallgäu";"2021";"04";152;3;1
"LK Unterallgäu";"2021";"05";80;5;1
"LK Unterallgäu";"2021";"06";60;5;4
"LK Unterallgäu";"2021";"07";30;13;8
"LK Unterallgäu";"2021";"08";34;16;2
"LK Unterallgäu";"2021";"09";37;56;4
"LK Unterallgäu";"2021";"10";53;110;10
"LK Unterallgäu";"2021";"11";41;150;11
"LK Unterallgäu";"2021";"12";80;208;16
"LK Unterallgäu";"2021";"13";43;181;10
"LK Unterallgäu";"2021";"14";56;200;4
"LK Unterallgäu";"2021";"15";65;219;13
"LK Unterallgäu";"2021";"16";128;194;5
"LK Unterallgäu";"2021";"17";77;210;4
"LK Unterallgäu";"2021";"18";76;258;3
"LK Unterallgäu";"2021";"19";52;205;7
"LK Unterallgäu";"2021";"20";38;107;0
"LK Unterallgäu";"2021";"21";25;99;0
"LK Unterallgäu";"2021";"22";4;57;0
"LK Unterallgäu";"2021";"23";13;48;1
"LK Unterallgäu";"2021";"24";4;14;0
"LK Unterallgäu";"2021";"25";4;5;0
"LK Unterallgäu";"2021";"26";2;7;0
"LK Unterallgäu";"2021";"27";2;0;0
"LK Unterallgäu";"2021";"28";2;12;0
"LK Unterallgäu";"2021";"29";1;14;0
"LK Unterallgäu";"2021";"30";6;14;0
"LK Unterallgäu";"2021";"31";1;18;1
"LK Unterallgäu";"2021";"32";9;19;2
"LK Unterallgäu";"2021";"33";17;64;0
"LK Unterallgäu";"2021";"34";18;113;0
"LK Unterallgäu";"2021";"35";36;133;0
"LK Unterallgäu";"2021";"36";31;132;0
"LK Unterallgäu";"2021";"37";33;185;0
"LK Unterallgäu";"2021";"38";42;111;1
"LK Unterallgäu";"2021";"39";18;86;0
"LK Unterallgäu";"2021";"40";39;87;0
"LK Unterallgäu";"2021";"41";39;123;0
"LK Unterallgäu";"2021";"42";144;211;0
"LK Unterallgäu";"2021";"43";272;252;0
"LK Unterallgäu";"2021";"44";457;222;0
"LK Unterallgäu";"2021";"45";1195;176;3
"LK Unterallgäu";"2021";"46";1177;96;2
"LK Weilheim-Schongau";"2021";"01";201;0;13
"LK Weilheim-Schongau";"2021";"02";118;0;7
"LK Weilheim-Schongau";"2021";"03";54;0;12
"LK Weilheim-Schongau";"2021";"04";32;14;18
"LK Weilheim-Schongau";"2021";"05";38;10;23
"LK Weilheim-Schongau";"2021";"06";8;14;36
"LK Weilheim-Schongau";"2021";"07";0;20;35
"LK Weilheim-Schongau";"2021";"08";3;30;29
"LK Weilheim-Schongau";"2021";"09";5;21;62
"LK Weilheim-Schongau";"2021";"10";10;44;53
"LK Weilheim-Schongau";"2021";"11";3;34;66
"LK Weilheim-Schongau";"2021";"12";2;96;85
"LK Weilheim-Schongau";"2021";"13";3;67;52
"LK Weilheim-Schongau";"2021";"14";3;131;42
"LK Weilheim-Schongau";"2021";"15";4;111;102
"LK Weilheim-Schongau";"2021";"16";6;68;92
"LK Weilheim-Schongau";"2021";"17";24;95;65
"LK Weilheim-Schongau";"2021";"18";15;98;51
"LK Weilheim-Schongau";"2021";"19";18;48;53
"LK Weilheim-Schongau";"2021";"20";5;61;29
"LK Weilheim-Schongau";"2021";"21";0;56;16
"LK Weilheim-Schongau";"2021";"22";3;48;5
"LK Weilheim-Schongau";"2021";"23";0;19;4
"LK Weilheim-Schongau";"2021";"24";1;5;1
"LK Weilheim-Schongau";"2021";"25";2;8;3
"LK Weilheim-Schongau";"2021";"26";2;0;5
"LK Weilheim-Schongau";"2021";"27";0;3;4
"LK Weilheim-Schongau";"2021";"28";1;6;2
"LK Weilheim-Schongau";"2021";"29";6;9;1
"LK Weilheim-Schongau";"2021";"30";4;16;1
"LK Weilheim-Schongau";"2021";"31";7;19;0
"LK Weilheim-Schongau";"2021";"32";6;53;0
"LK Weilheim-Schongau";"2021";"33";11;59;0
"LK Weilheim-Schongau";"2021";"34";13;90;0
"LK Weilheim-Schongau";"2021";"35";14;76;3
"LK Weilheim-Schongau";"2021";"36";19;60;0
"LK Weilheim-Schongau";"2021";"37";20;86;0
"LK Weilheim-Schongau";"2021";"38";29;104;0
"LK Weilheim-Schongau";"2021";"39";15;94;0
"LK Weilheim-Schongau";"2021";"40";28;118;0
"LK Weilheim-Schongau";"2021";"41";36;91;0
"LK Weilheim-Schongau";"2021";"42";64;119;0
"LK Weilheim-Schongau";"2021";"43";115;191;1
"LK Weilheim-Schongau";"2021";"44";134;238;0
"LK Weilheim-Schongau";"2021";"45";342;181;0
"LK Weilheim-Schongau";"2021";"46";803;72;0
"LK Weißenburg-Gunzenhausen";"2021";"01";206;0;0
"LK Weißenburg-Gunzenhausen";"2021";"02";145;0;0
"LK Weißenburg-Gunzenhausen";"2021";"03";96;0;0
"LK Weißenburg-Gunzenhausen";"2021";"04";83;0;0
"LK Weißenburg-Gunzenhausen";"2021";"05";35;1;3
"LK Weißenburg-Gunzenhausen";"2021";"06";21;0;0
"LK Weißenburg-Gunzenhausen";"2021";"07";41;1;0
"LK Weißenburg-Gunzenhausen";"2021";"08";10;3;5
"LK Weißenburg-Gunzenhausen";"2021";"09";15;7;7
"LK Weißenburg-Gunzenhausen";"2021";"10";10;10;6
"LK Weißenburg-Gunzenhausen";"2021";"11";20;57;7
"LK Weißenburg-Gunzenhausen";"2021";"12";32;99;4
"LK Weißenburg-Gunzenhausen";"2021";"13";44;81;0
"LK Weißenburg-Gunzenhausen";"2021";"14";36;137;1
"LK Weißenburg-Gunzenhausen";"2021";"15";62;115;1
"LK Weißenburg-Gunzenhausen";"2021";"16";64;94;1
"LK Weißenburg-Gunzenhausen";"2021";"17";28;63;0
"LK Weißenburg-Gunzenhausen";"2021";"18";27;70;0
"LK Weißenburg-Gunzenhausen";"2021";"19";36;70;1
"LK Weißenburg-Gunzenhausen";"2021";"20";15;40;0
"LK Weißenburg-Gunzenhausen";"2021";"21";7;14;0
"LK Weißenburg-Gunzenhausen";"2021";"22";3;5;0
"LK Weißenburg-Gunzenhausen";"2021";"23";5;5;0
"LK Weißenburg-Gunzenhausen";"2021";"24";3;4;1
"LK Weißenburg-Gunzenhausen";"2021";"25";0;4;0
"LK Weißenburg-Gunzenhausen";"2021";"26";2;0;0
"LK Weißenburg-Gunzenhausen";"2021";"28";1;3;1
"LK Weißenburg-Gunzenhausen";"2021";"29";2;2;0
"LK Weißenburg-Gunzenhausen";"2021";"30";1;0;0
"LK Weißenburg-Gunzenhausen";"2021";"31";3;4;0
"LK Weißenburg-Gunzenhausen";"2021";"32";8;8;1
"LK Weißenburg-Gunzenhausen";"2021";"33";30;12;0
"LK Weißenburg-Gunzenhausen";"2021";"34";37;30;0
"LK Weißenburg-Gunzenhausen";"2021";"35";24;48;1
"LK Weißenburg-Gunzenhausen";"2021";"36";32;42;1
"LK Weißenburg-Gunzenhausen";"2021";"37";37;58;1
"LK Weißenburg-Gunzenhausen";"2021";"38";23;50;0
"LK Weißenburg-Gunzenhausen";"2021";"39";43;41;0
"LK Weißenburg-Gunzenhausen";"2021";"40";69;80;0
"LK Weißenburg-Gunzenhausen";"2021";"41";59;96;1
"LK Weißenburg-Gunzenhausen";"2021";"42";145;101;0
"LK Weißenburg-Gunzenhausen";"2021";"43";186;95;1
"LK Weißenburg-Gunzenhausen";"2021";"44";333;39;0
"LK Weißenburg-Gunzenhausen";"2021";"45";717;46;2
"LK Weißenburg-Gunzenhausen";"2021";"46";645;122;8
"LK Wunsiedel i.Fichtelgebirge";"2021";"01";232;4;5
"LK Wunsiedel i.Fichtelgebirge";"2021";"02";164;11;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"03";198;15;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"04";103;52;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"05";159;61;1
"LK Wunsiedel i.Fichtelgebirge";"2021";"06";78;93;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"07";92;132;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"08";48;158;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"09";71;147;5
"LK Wunsiedel i.Fichtelgebirge";"2021";"10";35;120;1
"LK Wunsiedel i.Fichtelgebirge";"2021";"11";37;127;2
"LK Wunsiedel i.Fichtelgebirge";"2021";"12";23;127;2
"LK Wunsiedel i.Fichtelgebirge";"2021";"13";32;112;1
"LK Wunsiedel i.Fichtelgebirge";"2021";"14";15;83;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"15";13;77;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"16";13;74;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"17";14;74;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"18";10;34;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"19";8;22;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"20";2;14;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"21";2;8;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"22";1;3;2
"LK Wunsiedel i.Fichtelgebirge";"2021";"23";2;3;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"24";0;2;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"27";2;5;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"28";1;0;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"29";2;2;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"30";2;0;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"31";0;7;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"32";0;9;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"33";2;15;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"34";2;34;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"35";6;20;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"36";2;25;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"37";3;13;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"38";4;31;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"39";4;29;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"40";3;23;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"41";5;26;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"42";12;36;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"43";22;105;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"44";34;150;0
"LK Wunsiedel i.Fichtelgebirge";"2021";"45";123;217;1
"LK Wunsiedel i.Fichtelgebirge";"2021";"46";141;117;1
"LK Würzburg";"2021";"01";158;0;0
"LK Würzburg";"2021";"02";99;1;0
"LK Würzburg";"2021";"03";133;0;2
"LK Würzburg";"2021";"04";100;8;9
"LK Würzburg";"2021";"05";66;2;23
"LK Würzburg";"2021";"06";44;16;1
"LK Würzburg";"2021";"07";28;15;1
"LK Würzburg";"2021";"08";20;26;12
"LK Würzburg";"2021";"09";28;24;2
"LK Würzburg";"2021";"10";11;58;11
"LK Würzburg";"2021";"11";17;72;8
"LK Würzburg";"2021";"12";13;67;14
"LK Würzburg";"2021";"13";40;120;13
"LK Würzburg";"2021";"14";17;137;17
"LK Würzburg";"2021";"15";22;123;18
"LK Würzburg";"2021";"16";32;118;11
"LK Würzburg";"2021";"17";28;76;3
"LK Würzburg";"2021";"18";24;68;5
"LK Würzburg";"2021";"19";15;39;1
"LK Würzburg";"2021";"20";2;47;3
"LK Würzburg";"2021";"21";5;6;0
"LK Würzburg";"2021";"22";3;26;0
"LK Würzburg";"2021";"23";7;20;1
"LK Würzburg";"2021";"24";5;12;2
"LK Würzburg";"2021";"25";7;12;1
"LK Würzburg";"2021";"26";5;9;2
"LK Würzburg";"2021";"27";6;3;3
"LK Würzburg";"2021";"28";4;1;0
"LK Würzburg";"2021";"29";1;10;1
"LK Würzburg";"2021";"30";6;9;0
"LK Würzburg";"2021";"31";1;10;1
"LK Würzburg";"2021";"32";5;12;0
"LK Würzburg";"2021";"33";8;42;0
"LK Würzburg";"2021";"34";20;75;0
"LK Würzburg";"2021";"35";19;116;0
"LK Würzburg";"2021";"36";15;91;1
"LK Würzburg";"2021";"37";9;76;1
"LK Würzburg";"2021";"38";6;63;0
"LK Würzburg";"2021";"39";11;64;0
"LK Würzburg";"2021";"40";14;63;6
"LK Würzburg";"2021";"41";18;72;6
"LK Würzburg";"2021";"42";12;132;3
"LK Würzburg";"2021";"43";104;161;0
"LK Würzburg";"2021";"44";71;256;1
"LK Würzburg";"2021";"45";184;262;1
"LK Würzburg";"2021";"46";356;218;0
"SK Amberg";"2021";"01";28;0;0
"SK Amberg";"2021";"02";29;0;0
"SK Amberg";"2021";"03";41;0;0
"SK Amberg";"2021";"04";36;0;0
"SK Amberg";"2021";"05";24;18;0
"SK Amberg";"2021";"06";11;14;1
"SK Amberg";"2021";"07";11;27;0
"SK Amberg";"2021";"08";14;26;0
"SK Amberg";"2021";"09";9;66;0
"SK Amberg";"2021";"10";12;71;1
"SK Amberg";"2021";"11";57;51;0
"SK Amberg";"2021";"12";33;42;0
"SK Amberg";"2021";"13";37;28;0
"SK Amberg";"2021";"14";51;18;9
"SK Amberg";"2021";"15";40;52;13
"SK Amberg";"2021";"16";18;28;23
"SK Amberg";"2021";"17";8;16;24
"SK Amberg";"2021";"18";7;11;16
"SK Amberg";"2021";"19";5;5;9
"SK Amberg";"2021";"20";5;3;0
"SK Amberg";"2021";"21";0;2;0
"SK Amberg";"2021";"22";1;8;0
"SK Amberg";"2021";"23";1;8;0
"SK Amberg";"2021";"24";1;5;0
"SK Amberg";"2021";"26";0;1;0
"SK Amberg";"2021";"27";0;3;0
"SK Amberg";"2021";"28";0;15;0
"SK Amberg";"2021";"29";0;10;1
"SK Amberg";"2021";"30";0;7;0
"SK Amberg";"2021";"31";0;6;0
"SK Amberg";"2021";"32";1;18;3
"SK Amberg";"2021";"33";5;22;3
"SK Amberg";"2021";"34";9;24;0
"SK Amberg";"2021";"35";11;43;1
"SK Amberg";"2021";"36";4;34;1
"SK Amberg";"2021";"37";5;41;0
"SK Amberg";"2021";"38";6;45;0
"SK Amberg";"2021";"39";6;55;1
"SK Amberg";"2021";"40";23;55;0
"SK Amberg";"2021";"41";25;40;0
"SK Amberg";"2021";"42";48;27;1
"SK Amberg";"2021";"43";34;38;3
"SK Amberg";"2021";"44";58;26;3
"SK Amberg";"2021";"45";128;14;1
"SK Amberg";"2021";"46";75;22;0
"SK Ansbach";"2021";"01";108;0;6
"SK Ansbach";"2021";"02";130;0;4
"SK Ansbach";"2021";"03";72;0;1
"SK Ansbach";"2021";"04";93;0;3
"SK Ansbach";"2021";"05";39;1;4
"SK Ansbach";"2021";"06";28;3;2
"SK Ansbach";"2021";"07";7;0;6
"SK Ansbach";"2021";"08";10;6;6
"SK Ansbach";"2021";"09";15;22;2
"SK Ansbach";"2021";"10";13;25;2
"SK Ansbach";"2021";"11";4;16;4
"SK Ansbach";"2021";"12";3;19;4
"SK Ansbach";"2021";"13";14;18;5
"SK Ansbach";"2021";"14";25;21;3
"SK Ansbach";"2021";"15";53;22;1
"SK Ansbach";"2021";"16";66;18;0
"SK Ansbach";"2021";"17";43;12;1
"SK Ansbach";"2021";"18";37;10;2
"SK Ansbach";"2021";"19";21;12;1
"SK Ansbach";"2021";"20";11;7;0
"SK Ansbach";"2021";"21";3;12;0
"SK Ansbach";"2021";"22";4;4;0
"SK Ansbach";"2021";"23";6;12;0
"SK Ansbach";"2021";"24";4;2;0
"SK Ansbach";"2021";"25";4;6;0
"SK Ansbach";"2021";"26";0;3;1
"SK Ansbach";"2021";"27";0;1;1
"SK Ansbach";"2021";"28";1;1;0
"SK Ansbach";"2021";"29";2;0;0
"SK Ansbach";"2021";"30";0;2;0
"SK Ansbach";"2021";"31";2;0;0
"SK Ansbach";"2021";"32";10;5;1
"SK Ansbach";"2021";"33";9;6;0
"SK Ansbach";"2021";"34";23;7;1
"SK Ansbach";"2021";"35";29;18;1
"SK Ansbach";"2021";"36";14;27;4
"SK Ansbach";"2021";"37";10;13;4
"SK Ansbach";"2021";"38";22;20;0
"SK Ansbach";"2021";"39";7;7;2
"SK Ansbach";"2021";"40";25;17;1
"SK Ansbach";"2021";"41";17;14;1
"SK Ansbach";"2021";"42";20;23;0
"SK Ansbach";"2021";"43";45;32;1
"SK Ansbach";"2021";"44";58;29;6
"SK Ansbach";"2021";"45";88;56;7
"SK Ansbach";"2021";"46";241;13;6
"SK Aschaffenburg";"2021";"01";121;1;3
"SK Aschaffenburg";"2021";"02";99;0;2
"SK Aschaffenburg";"2021";"03";120;3;6
"SK Aschaffenburg";"2021";"04";111;4;4
"SK Aschaffenburg";"2021";"05";72;4;3
"SK Aschaffenburg";"2021";"06";39;1;4
"SK Aschaffenburg";"2021";"07";30;6;1
"SK Aschaffenburg";"2021";"08";46;19;0
"SK Aschaffenburg";"2021";"09";45;29;1
"SK Aschaffenburg";"2021";"10";25;51;5
"SK Aschaffenburg";"2021";"11";31;33;1
"SK Aschaffenburg";"2021";"12";9;41;0
"SK Aschaffenburg";"2021";"13";22;49;0
"SK Aschaffenburg";"2021";"14";25;72;0
"SK Aschaffenburg";"2021";"15";34;91;4
"SK Aschaffenburg";"2021";"16";42;101;6
"SK Aschaffenburg";"2021";"17";43;97;11
"SK Aschaffenburg";"2021";"18";25;56;4
"SK Aschaffenburg";"2021";"19";18;43;2
"SK Aschaffenburg";"2021";"20";17;21;0
"SK Aschaffenburg";"2021";"21";12;17;0
"SK Aschaffenburg";"2021";"22";6;19;0
"SK Aschaffenburg";"2021";"23";3;11;0
"SK Aschaffenburg";"2021";"24";2;7;0
"SK Aschaffenburg";"2021";"25";0;7;0
"SK Aschaffenburg";"2021";"26";1;10;1
"SK Aschaffenburg";"2021";"27";1;5;0
"SK Aschaffenburg";"2021";"28";2;7;0
"SK Aschaffenburg";"2021";"29";1;7;0
"SK Aschaffenburg";"2021";"30";7;22;0
"SK Aschaffenburg";"2021";"31";4;34;0
"SK Aschaffenburg";"2021";"32";6;19;0
"SK Aschaffenburg";"2021";"33";11;33;1
"SK Aschaffenburg";"2021";"34";9;31;0
"SK Aschaffenburg";"2021";"35";16;45;0
"SK Aschaffenburg";"2021";"36";36;62;1
"SK Aschaffenburg";"2021";"37";25;67;0
"SK Aschaffenburg";"2021";"38";18;53;0
"SK Aschaffenburg";"2021";"39";14;54;2
"SK Aschaffenburg";"2021";"40";19;41;0
"SK Aschaffenburg";"2021";"41";11;32;0
"SK Aschaffenburg";"2021";"42";16;23;0
"SK Aschaffenburg";"2021";"43";40;63;0
"SK Aschaffenburg";"2021";"44";63;89;0
"SK Aschaffenburg";"2021";"45";127;127;0
"SK Aschaffenburg";"2021";"46";244;88;0
"SK Augsburg";"2021";"01";456;1;0
"SK Augsburg";"2021";"02";411;0;0
"SK Augsburg";"2021";"03";352;5;0
"SK Augsburg";"2021";"04";327;4;0
"SK Augsburg";"2021";"05";257;10;4
"SK Augsburg";"2021";"06";128;11;2
"SK Augsburg";"2021";"07";149;30;9
"SK Augsburg";"2021";"08";110;30;17
"SK Augsburg";"2021";"09";114;43;29
"SK Augsburg";"2021";"10";97;76;48
"SK Augsburg";"2021";"11";149;124;82
"SK Augsburg";"2021";"12";172;219;101
"SK Augsburg";"2021";"13";133;193;116
"SK Augsburg";"2021";"14";165;312;97
"SK Augsburg";"2021";"15";253;557;1
"SK Augsburg";"2021";"16";129;506;0
"SK Augsburg";"2021";"17";120;463;0
"SK Augsburg";"2021";"18";123;439;1
"SK Augsburg";"2021";"19";65;279;0
"SK Augsburg";"2021";"20";59;188;0
"SK Augsburg";"2021";"21";35;90;0
"SK Augsburg";"2021";"22";24;54;1
